row_label_raw,row_label_full,STT,Tên công ty,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Tên công ty,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
STT,STT,STT,Tên công ty,Địa chỉ,31.12.2023,01.01.2023,31.12.2023,01.01.2023,,,31122023.0,1012023.0,31122023.0,1012023.0
1,1,1,Công ty Cổ Phần Đầu tư và Xây dựng ICV Việt Nam,"32 Thạch Thị Thanh, Phường Tân Đình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","2,11%","21,95%","2,11%","21,95%",,,0.021099999999999997,0.2195,0.021099999999999997,0.2195
2,2,2,Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,"Tầng 16, tòa nhà số 265 Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, TP Hà Nội, Việt Nam","47,21%","47,21%","50,00%","50,00%",,,0.4721,0.4721,0.5,0.5
3,3,3,Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị,"Tầng 11, Tòa nhà văn phòng Thăng Long tại 98A Nguy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam","31,60%","31,60%","31,60%","31,60%",,,0.316,0.316,0.316,0.316
