row_label_raw,row_label_full,col_0,31.12.2023 > Giá gốc VND,31.12.2023 > Giá trị có thể thu hồi VND,31.12.2023 > Dự phòng VND,01.01.2023 > Giá gốc VND,01.01.2023 > Giá trị có thể thu hồi VND,01.01.2023 > Dự phòng VND,numeric__31.12.2023 > Giá gốc VND,numeric__31.12.2023 > Giá trị có thể thu hồi VND,numeric__31.12.2023 > Dự phòng VND,numeric__01.01.2023 > Giá gốc VND,numeric__01.01.2023 > Giá trị có thể thu hồi VND,numeric__01.01.2023 > Dự phòng VND
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,11.035.892.482,-,(11.035.892.482),11.035.892.482,-,(11.035.892.482),11035892482.0,,-11035892482.0,11035892482.0,,-11035892482.0
Công ty Cổ phần Xây dựng Cầu đường 19,Công ty Cổ phần Xây dựng Cầu đường 19,Công ty Cổ phần Xây dựng Cầu đường 19,5.159.490.529,-,(5.159.490.529),5.159.490.529,-,(5.159.490.529),5159490529.0,,-5159490529.0,5159490529.0,,-5159490529.0
Công ty Quản lý và Sửa chữa Đường bộ Đắk Lắk,Công ty Quản lý và Sửa chữa Đường bộ Đắk Lắk,Công ty Quản lý và Sửa chữa Đường bộ Đắk Lắk,3.399.652.533,-,(3.399.652.533),3.399.652.533,-,(3.399.652.533),3399652533.0,,-3399652533.0,3399652533.0,,-3399652533.0
Đối tượng khác,Đối tượng khác,Đối tượng khác,2.476.749.420,-,(2.476.749.420),2.476.749.420,-,(2.476.749.420),2476749420.0,,-2476749420.0,2476749420.0,,-2476749420.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,1.301.620.413,-,(1.301.620.413),1.301.620.413,-,(1.301.620.413),1301620413.0,,-1301620413.0,1301620413.0,,-1301620413.0
Công ty Cổ phần Nhà thép Tiền chế Chí Việt,Công ty Cổ phần Nhà thép Tiền chế Chí Việt,Công ty Cổ phần Nhà thép Tiền chế Chí Việt,673.571.100,-,(673.571.100),673.571.100,-,(673.571.100),673571100.0,,-673571100.0,673571100.0,,-673571100.0
Đối tượng khác,Đối tượng khác,Đối tượng khác,628.049.313,-,(628.049.313),628.049.313,-,(628.049.313),628049313.0,,-628049313.0,628049313.0,,-628049313.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,873.033.836,-,(873.033.836),873.033.836,-,(873.033.836),873033836.0,,-873033836.0,873033836.0,,-873033836.0
Cục Quản lý Đường bộ III,Cục Quản lý Đường bộ III,Cục Quản lý Đường bộ III,837.818.000,-,(837.818.000),837.818.000,-,(837.818.000),837818000.0,,-837818000.0,837818000.0,,-837818000.0
Đối tượng khác,Đối tượng khác,Đối tượng khác,35.215.836,-,(35.215.836),35.215.836,-,(35.215.836),35215836.0,,-35215836.0,35215836.0,,-35215836.0
Cộng,Cộng,Cộng,13.210.546.731,-,(13.210.546.731),13.210.546.731,-,(13.210.546.731),13210546731.0,,-13210546731.0,13210546731.0,,-13210546731.0
