row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,31.12.2023VND,01.01.2023VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__31.12.2023VND,numeric__01.01.2023VND
PHẢI THU NGẤN HẠN KHÁC,PHẢI THU NGẤN HẠN KHÁC,PHẢI THU NGẤN HẠN KHÁC,PHẢI THU NGẤN HẠN KHÁC,PHẢI THU NGẤN HẠN KHÁC,31.248.203.686,10.697.879.547,,,31248203686.0,10697879547.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Đặt cọc tiền vé máy bay,100.000.000,100.000.000,,,100000000.0,100000000.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Phải thu khác,18.125.128.566,-,,,18125128566.0,
Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,,18.225.128.566,100.000.000,,,18225128566.0,100000000.0
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,"Công ty có liên quan của Thành viên HĐQT Trần Chủng, Công ty con của Công ty mẹ",Thi công xây lắp,3.758.872.000,3.758.872.000,,,3758872000.0,3758872000.0
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,"Công ty có liên quan của Thành viên HĐQT Trần Chủng, Công ty con của Công ty mẹ",,3.758.872.000,3.758.872.000,,,3758872000.0,3758872000.0
Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Tấn Đông,Phải thu khác,2.446.716.160,-,,,2446716160.0,
Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Tấn Đông,,2.446.716.160,-,,,2446716160.0,
Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,Công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Hữu Hùng,Phải thu khác,6.817.486.960,6.839.007.547,,,6817486960.0,6839007547.0
Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,Công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Hữu Hùng,,6.817.486.960,6.839.007.547,,,6817486960.0,6839007547.0
