row_label_raw,row_label_full,col_0,"Máy móc, thiếtbjVND",Phương tiệnvận tảiVND,Tổng cộngVND,"numeric__Máy móc, thiếtbjVND",numeric__Phương tiệnvận tảiVND,numeric__Tổng cộngVND
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,
Tại ngày 01 tháng 01 năm 2023,Tại ngày 01 tháng 01 năm 2023,Tại ngày 01 tháng 01 năm 2023,-,-,-,,,
Số tăng trong năm,Tại ngày 01 tháng 01 năm 2023 > Số tăng trong năm,Số tăng trong năm,5.918.181.818,11.796.594.556,17.714.776.374,5918181818.0,11796594556.0,17714776374.0
Thuê trong năm,Tại ngày 01 tháng 01 năm 2023 > Thuê trong năm,Thuê trong năm,5.918.181.818,11.796.594.556,17.714.776.374,5918181818.0,11796594556.0,17714776374.0
Số giảm trong năm,Số giảm trong năm,Số giảm trong năm,-,-,-,,,
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,-,-,,,
Tại ngày 31 tháng 12 năm 2023,Giảm trong năm > Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,5.918.181.818,11.796.594.556,17.714.776.374,5918181818.0,11796594556.0,17714776374.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,
Tại ngày 01 tháng 01 năm 2023,Tại ngày 01 tháng 01 năm 2023,Tại ngày 01 tháng 01 năm 2023,-,-,-,,,
Số tăng trong năm,Tại ngày 01 tháng 01 năm 2023 > Số tăng trong năm,Số tăng trong năm,563.962.545,963.364.634,1.527.327.179,563962545.0,963364634.0,1527327179.0
Tăng trong năm,Tại ngày 01 tháng 01 năm 2023 > Tăng trong năm,Tăng trong năm,563.962.545,963.364.634,1.527.327.179,563962545.0,963364634.0,1527327179.0
Số giảm trong năm,Số giảm trong năm,Số giảm trong năm,-,-,-,,,
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,-,-,,,
Tại ngày 31 tháng 12 năm 2023,Giảm trong năm > Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,563.962.545,963.364.634,1.527.327.179,563962545.0,963364634.0,1527327179.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,
Tại ngày 01 tháng 01 năm 2023,Tại ngày 01 tháng 01 năm 2023,Tại ngày 01 tháng 01 năm 2023,-,-,-,,,
Tại ngày 31 tháng 12 năm 2023,Tại ngày 01 tháng 01 năm 2023 > Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,5.354.219.273,10.833.229.922,16.187.449.195,5354219273.0,10833229922.0,16187449195.0
