row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày > 31.12.2023 VND,Tại ngày > 01.01.2023 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày > 31.12.2023 VND,numeric__Tại ngày > 01.01.2023 VND
200,200,200,TÀI SẢN DÀI HẠN,,35.604.180.474.526,34.469.406.101.860,,,35604180474526.0,34469406101860.0
210,210,210,Các khoản phải thu dài hạn,,404.737.676.911,558.366.332.674,,,404737676911.0,558366332674.0
212,212,212,Trả trước cho người bán dài hạn,V.4b,205.909.761.114,200.877.103.117,,,205909761114.0,200877103117.0
216,216,216,Phải thu dài hạn khác,V.6b,198.827.915.797,357.489.229.557,,,198827915797.0,357489229557.0
220,220,220,Tài sản cố định,,28.328.801.816.358,28.561.779.089.050,,,28328801816358.0,28561779089050.0
221,221,221,Tài sản cố định hữu hình,V.10,28.308.715.534.444,28.557.207.556.363,,,28308715534444.0,28557207556363.0
222,222,222,Nguyên giá,,30.309.445.727.903,30.253.539.414.456,,,30309445727903.0,30253539414456.0
223,223,223,Giá trị khấu hao lũy kế,,(2.000.730.193.459),(1.696.331.858.093),,,-2000730193459.0,-1696331858093.0
224,224,224,Tài sản cố định thuê tài chính,V.11,16.187.449.195,,,,16187449195.0,
225,225,225,Nguyên giá,,17.714.776.374,,,,17714776374.0,
226,226,226,Giá trị khấu hao lũy kế,,(1.527.327.179),-,,,-1527327179.0,
227,227,227,Tài sản cố định vô hình,V.12,3.898.832.719,4.571.532.687,,,3898832719.0,4571532687.0
228,228,228,Nguyên giá,,5.411.164.156,5.411.164.156,,,5411164156.0,5411164156.0
229,229,229,Giá trị khấu hao lũy kế,,(1.512.331.437),(839.631.469),,,-1512331437.0,-839631469.0
240,240,240,Tài sản dở dang dài hạn,,170.630.457,13.636.905.417,,,170630457.0,13636905417.0
242,242,242,Chi phí xây dựng cơ bản dở dang,V.13,170.630.457,13.636.905.417,,,170630457.0,13636905417.0
250,250,250,Đầu tư tài chính dài hạn,,496.981.414.519,531.096.348.432,,,496981414519.0,531096348432.0
252,252,252,"Đầu tư vào công ty liên doanh, liên kết",V.2b,466.481.414.519,514.096.348.432,,,466481414519.0,514096348432.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,V.2c,13.500.000.000,-,,,13500000000.0,
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,V.2a,17.000.000.000,17.000.000.000,,,17000000000.0,17000000000.0
260,260,260,Tài sản dài hạn khác,,6.373.488.936.281,4.804.527.426.287,,,6373488936281.0,4804527426287.0
261,261,261,Chi phí trả trước dài hạn,V.9b,6.355.220.075.804,4.783.759.644.909,,,6355220075804.0,4783759644909.0
262,262,262,Tài sản thuế thu nhập hoãn lại,V.22a,4.152.430.718,4.196.320.355,,,4152430718.0,4196320355.0
269,269,269,Lợi thế thương mại,V.14,14.116.429.759,16.571.461.023,,,14116429759.0,16571461023.0
270,270,270,TỔNG TÀI SẢN,,36.780.154.788.883,35.653.232.484.507,,,36780154788883.0,35653232484507.0
