row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày > 31.12.2023 VND,Tại ngày > 01.01.2023 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2023 VND,numeric__Tại ngày > 01.01.2023 VND
300,300,300,NỘ PHẢI TRẢ,,28.047.253.459.419,27.277.719.205.133,,,28047253459419.0,27277719205133.0
310,310,310,Nợ ngắn hạn,,3.143.895.667.433,3.857.252.850.108,,,3143895667433.0,3857252850108.0
311,311,311,Phải trả người bán ngắn hạn,V.15a,1.105.886.042.898,1.094.900.651.814,,,1105886042898.0,1094900651814.0
312,312,312,Người mua trả tiền trước ngắn hạn,V.16a,4.619.425.163,111.933.245.928,,,4619425163.0,111933245928.0
313,313,313,Thuế và các khoản phải nộp ngân sách Nhà nước,V.17,81.464.116.868,65.914.466.869,,,81464116868.0,65914466869.0
314,314,314,Phải trả người lao động,,12.836.810.688,13.722.454.189,,,12836810688.0,13722454189.0
315,315,315,Chi phí phải trả ngắn hạn,V.18a,439.427.348.028,1.111.635.262.121,,,439427348028.0,1111635262121.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,V19a,1.100.000.000,1.100.000.000,,,1100000000.0,1100000000.0
319,319,319,Phải trả ngắn hạn khác,V.20a,488.231.593.491,583.828.767.646,,,488231593491.0,583828767646.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,V.21a,1.004.158.155.482,872.603.704.822,,,1004158155482.0,872603704822.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,6.172.174.815,1.614.296.719,,,6172174815.0,1614296719.0
330,330,330,Nợ dài hạn,,24.903.357.791.986,23.420.466.355.025,,,24903357791986.0,23420466355025.0
331,331,331,Phải trả người bán dài hạn,V.15b,365.083.898.327,422.280.771.083,,,365083898327.0,422280771083.0
332,332,332,Người mua trả tiền trước dài hạn,V.16b,289.211.817.160,-,,,289211817160.0,
333,333,333,Chi phí phải trả dài hạn,V.18b,4.754.996.834.525,3.000.701.307.033,,,4754996834525.0,3000701307033.0
336,336,336,Doanh thu chưa thực hiện dài hạn,V.19b,7.764.764.056,8.800.000.000,,,7764764056.0,8800000000.0
337,337,337,Phải trả dài hạn khác,V.20b,53.484.473.182,53.450.748.994,,,53484473182.0,53450748994.0
338,338,338,Vay và nợ thuê tài chính dài hạn,V.21b,19.279.986.194.751,19.780.099.074.104,,,19279986194751.0,19780099074104.0
341,341,341,Thuế thu nhập hoãn lại phải trả,V.22b,152.829.809.985,155.134.453.811,,,152829809985.0,155134453811.0
