row_label_raw,row_label_full,col_0,31.12.2023 > Giá trị VND,31.12.2023 > Số có khả năng trả nợ VND,01.01.2023 > Giá trị VND,01.01.2023 > Số có khả năng trả nợ VND,numeric__31.12.2023 > Giá trị VND,numeric__31.12.2023 > Số có khả năng trả nợ VND,numeric__01.01.2023 > Giá trị VND,numeric__01.01.2023 > Số có khả năng trả nợ VND
Bên liên quan,Bên liên quan,Bên liên quan,523.786.807.771,523.786.807.771,522.959.804.523,522.959.804.523,523786807771.0,523786807771.0,522959804523.0,522959804523.0
Công ty Cổ phần Tập đoàn Đẻo Cả,Công ty Cổ phần Tập đoàn Đẻo Cả,Công ty Cổ phần Tập đoàn Đẻo Cả,427.716.238.600,427.716.238.600,458.584.484.413,458.584.484.413,427716238600.0,427716238600.0,458584484413.0,458584484413.0
Công ty Cổ phần Xây dựng Đẻo Cả,Công ty Cổ phần Xây dựng Đẻo Cả,Công ty Cổ phần Xây dựng Đẻo Cả,43.698.713.841,43.698.713.841,33.484.538.831,33.484.538.831,43698713841.0,43698713841.0,33484538831.0,33484538831.0
Công ty Cổ phần Quản lý và Khai thác Đường Cao tốc Đẻo Cả,Công ty Cổ phần Quản lý và Khai thác Đường Cao tốc Đẻo Cả,Công ty Cổ phần Quản lý và Khai thác Đường Cao tốc Đẻo Cả,25.690.742.779,25.690.742.779,3.853.966.284,3.853.966.284,25690742779.0,25690742779.0,3853966284.0,3853966284.0
Công ty Cổ phần Đầu tư và XD ICV Việt Nam,Công ty Cổ phần Đầu tư và XD ICV Việt Nam,Công ty Cổ phần Đầu tư và XD ICV Việt Nam,13.543.989.995,13.543.989.995,9.660.979.849,9.660.979.849,13543989995.0,13543989995.0,9660979849.0,9660979849.0
Công ty Cổ phần An Ninh Đẻo Cả,Công ty Cổ phần An Ninh Đẻo Cả,Công ty Cổ phần An Ninh Đẻo Cả,13.137.122.556,13.137.122.556,17.375.835.146,17.375.835.146,13137122556.0,13137122556.0,17375835146.0,17375835146.0
Bên thử ba,Bên thử ba,Bên thử ba,582.099.235.127,582.099.235.127,571.940.847.291,571.940.847.291,582099235127.0,582099235127.0,571940847291.0,571940847291.0
Công ty Cổ phần Lizen,Công ty Cổ phần Lizen,Công ty Cổ phần Lizen,125.620.568.337,125.620.568.337,125.620.568.337,125.620.568.337,125620568337.0,125620568337.0,125620568337.0,125620568337.0
Công ty TNHH Hòa Hiệp,Công ty TNHH Hòa Hiệp,Công ty TNHH Hòa Hiệp,56.746.314.256,56.746.314.256,56.746.314.256,56.746.314.256,56746314256.0,56746314256.0,56746314256.0,56746314256.0
Công ty TNHH MTV Minh Đăng,Công ty TNHH MTV Minh Đăng,Công ty TNHH MTV Minh Đăng,55.680.525.242,55.680.525.242,14.745.229.714,14.745.229.714,55680525242.0,55680525242.0,14745229714.0,14745229714.0
Công ty TNHH MTV Xây dựng 470,Công ty TNHH MTV Xây dựng 470,Công ty TNHH MTV Xây dựng 470,29.971.947.611,29.971.947.611,31.136.567.611,31.136.567.611,29971947611.0,29971947611.0,31136567611.0,31136567611.0
Công ty TNHH Xây dựng Tổng hợp Đồng Hới,Công ty TNHH Xây dựng Tổng hợp Đồng Hới,Công ty TNHH Xây dựng Tổng hợp Đồng Hới,21.533.539.459,21.533.539.459,21.533.539.459,21.533.539.459,21533539459.0,21533539459.0,21533539459.0,21533539459.0
Công ty Cổ phần Giao thông Xây dựng Số 1,Công ty Cổ phần Giao thông Xây dựng Số 1,Công ty Cổ phần Giao thông Xây dựng Số 1,19.705.171.053,19.705.171.053,13.356.138.053,13.356.138.053,19705171053.0,19705171053.0,13356138053.0,13356138053.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,19.061.759.259,19.061.759.259,18.670.006.259,18.670.006.259,19061759259.0,19061759259.0,18670006259.0,18670006259.0
Công ty TNHH Xây dựng Mỹ Đà,Công ty TNHH Xây dựng Mỹ Đà,Công ty TNHH Xây dựng Mỹ Đà,18.611.887.819,18.611.887.819,35.356.917.682,35.356.917.682,18611887819.0,18611887819.0,35356917682.0,35356917682.0
