row_label_raw,row_label_full,col_0,Tại ngày31.12.2023VND,Đầu tư tăngthêmVND,Các khoản điều chỉnh tăng/(giảm)VND,Phân chia lãi (lỗ) từ các công ty liên doanh liên kếtVND,Tại ngày01.01.2023VND,numeric__Tại ngày31.12.2023VND,numeric__Đầu tư tăngthêmVND,numeric__Các khoản điều chỉnh tăng/(giảm)VND,numeric__Phân chia lãi (lỗ) từ các công ty liên doanh liên kếtVND,numeric__Tại ngày01.01.2023VND
Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,410.475.297.780,-,-,47.917.596.392,362.557.701.388,410475297780.0,,,47917596392.0,362557701388.0
Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị (1),Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị (1),Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị (1),56.006.116.739,-,(78.380.000.000),(706.272.395),135.092.389.134,56006116739.0,,-78380000000.0,-706272395.0,135092389134.0
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam (2),Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam (2),Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam (2),-,-,(18.344.249.006),1.897.991.096,16.446.257.910,,,-18344249006.0,1897991096.0,16446257910.0
Cộng,Cộng,Cộng,466.481.414.519,-,(96.724.249.006),49.109.315.093,514.096.348.432,466481414519.0,,-96724249006.0,49109315093.0,514096348432.0
