row_label_raw,row_label_full,col_0,31.12.2023 > Giá trị VND,31.12.2023 > Dự phòng VND,01.01.2023 > Giá trị VND,01.01.2023 > Dự phòng VND,numeric__31.12.2023 > Giá trị VND,numeric__31.12.2023 > Dự phòng VND,numeric__01.01.2023 > Giá trị VND,numeric__01.01.2023 > Dự phòng VND
Tạm ứng,Tạm ứng,Tạm ứng,61.230.295.234,-,49.863.883.162,-,61230295234.0,,49863883162.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",1.261.669.373,-,100.000.000,-,1261669373.0,,100000000.0,
Bên liên quan,Bên liên quan,Bên liên quan,100.000.000,-,100.000.000,-,100000000.0,,100000000.0,
Công ty Cố phần Tập đoàn Đèo Cả,Công ty Cố phần Tập đoàn Đèo Cả,Công ty Cố phần Tập đoàn Đèo Cả,100.000.000,-,100.000.000,-,100000000.0,,100000000.0,
Bên thứ ba,Bên thứ ba,Bên thứ ba,1.161.669.373,-,-,-,1161669373.0,,,
Công ty Cho thuê Tài chính TNHH MTV Quốc tế Chailease,Công ty Cho thuê Tài chính TNHH MTV Quốc tế Chailease,Công ty Cho thuê Tài chính TNHH MTV Quốc tế Chailease,687.819.373,-,-,-,687819373.0,,,
Công ty Cho Thuê Tài Chính TNHH BIDV - Sumi Trust Chi nhánh Đà Nẵng,Công ty Cho Thuê Tài Chính TNHH BIDV - Sumi Trust Chi nhánh Đà Nẵng,Công ty Cho Thuê Tài Chính TNHH BIDV - Sumi Trust Chi nhánh Đà Nẵng,473.850.000,-,-,-,473850000.0,,,
Tạm ứng chi phí giải phóng mặt bằng,Tạm ứng chi phí giải phóng mặt bằng,Tạm ứng chi phí giải phóng mặt bằng,48.828.847.111,-,49.225.625.111,-,48828847111.0,,49225625111.0,
Bên thứ ba,Bên thứ ba,Bên thứ ba,48.828.847.111,-,49.225.625.111,-,48828847111.0,,49225625111.0,
Hội đồng bồi thường hỗ trợ TĐC các dự án trọng điểm trên địa bàn huyện Phú Lộc,Hội đồng bồi thường hỗ trợ TĐC các dự án trọng điểm trên địa bàn huyện Phú Lộc,Hội đồng bồi thường hỗ trợ TĐC các dự án trọng điểm trên địa bàn huyện Phú Lộc,25.862.757.000,-,26.058.512.000,-,25862757000.0,,26058512000.0,
Trung tâm phát triển quỹ đất Thành phố Quy Nhơn,Trung tâm phát triển quỹ đất Thành phố Quy Nhơn,Trung tâm phát triển quỹ đất Thành phố Quy Nhơn,8.670.686.533,-,8.670.686.533,-,8670686533.0,,8670686533.0,
BQLDA các Công trình Trọng điểm - UBND tỉnh Khánh Hòa,BQLDA các Công trình Trọng điểm - UBND tỉnh Khánh Hòa,BQLDA các Công trình Trọng điểm - UBND tỉnh Khánh Hòa,4.919.720.000,-,4.919.720.000,-,4919720000.0,,4919720000.0,
Ban Giải phóng Mặt bằng Quận Liên Chiêu,Ban Giải phóng Mặt bằng Quận Liên Chiêu,Ban Giải phóng Mặt bằng Quận Liên Chiêu,3.274.835.244,-,3.274.835.244,-,3274835244.0,,3274835244.0,
Đối tượng khác,Đối tượng khác,Đối tượng khác,6.100.848.334,-,6.301.871.334,-,6100848334.0,,6301871334.0,
Các khoản khác,Các khoản khác,Các khoản khác,61.718.787.698,873.033.836,104.974.393.287,873.033.836,61718787698.0,873033836.0,104974393287.0,873033836.0
Bên liên quan,Bên liên quan,Bên liên quan,31.148.203.686,-,10.597.879.547,-,31148203686.0,,10597879547.0,
Công ty Cố phần Tập đoàn Đèo Cả,Công ty Cố phần Tập đoàn Đèo Cả,Công ty Cố phần Tập đoàn Đèo Cả,18.125.128.566,-,-,-,18125128566.0,,,
Công ty Cố phần Xây dựng Đèo Cả,Công ty Cố phần Xây dựng Đèo Cả,Công ty Cố phần Xây dựng Đèo Cả,6.817.486.960,-,6.839.007.547,-,6817486960.0,,6839007547.0,
Công ty Cố phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cố phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cố phần Đầu tư và Xây dựng ICV Việt Nam,3.758.872.000,-,3.758.872.000,-,3758872000.0,,3758872000.0,
Công ty Cố phần Cao tốc Cam Lâm -Vĩnh Hảo,Công ty Cố phần Cao tốc Cam Lâm -Vĩnh Hảo,Công ty Cố phần Cao tốc Cam Lâm -Vĩnh Hảo,2.446.716.160,-,-,-,2446716160.0,,,
Bên thứ ba,Bên thứ ba,Bên thứ ba,30.570.584.012,873.033.836,94.376.513.740,873.033.836,30570584012.0,873033836.0,94376513740.0,873033836.0
Công ty Cố phần Xây DURING Công Trình Ngầm,Công ty Cố phần Xây DURING Công Trình Ngầm,Công ty Cố phần Xây DURING Công Trình Ngầm,3.070.496.900,-,3.070.496.900,-,3070496900.0,,3070496900.0,
Đối tượng khác,Đối tượng khác,Đối tượng khác,27.500.087.112,873.033.836,91.306.016.840,873.033.836,27500087112.0,873033836.0,91306016840.0,873033836.0
Cộng,Cộng,Cộng,173.039.599.416,873.033.836,204.163.901.560,873.033.836,173039599416.0,873033836.0,204163901560.0,873033836.0
