row_label_raw,row_label_full,Mã số,NGUỒN VỐN (tiếp theo),Thuyết minh,Tại ngày > 31.12.2023 VND,Tại ngày > 01.01.2023 VND,numeric__NGUỒN VỐN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày > 31.12.2023 VND,numeric__Tại ngày > 01.01.2023 VND
400,400,400,VỐN CHỦ SỞ HỮU,V.23,8.732.901.329.464,8.375.513.279.374,,,8732901329464.0,8375513279374.0
410,410,410,Vốn chủ sở hữu,,5.460.093.016.662,5.102.704.966.572,,,5460093016662.0,5102704966572.0
411,411,411,Vốn góp của chủ sở hữu,,3.293.503.510.000,3.078.044.500.000,,,3293503510000.0,3078044500000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.293.503.510.000,3.078.044.500.000,,,3293503510000.0,3078044500000.0
412,412,412,Thặng dư vốn cổ phần,,(876.900.000),(537.900.000),,,-876900000.0,-537900000.0
418,418,418,Quỹ đầu tư phát triển,,8.822.456.079,7.148.483.380,,,8822456079.0,7148483380.0
421,421,421,"Lợi nhuận sau thuế (""LNST"")chưa phân phối",,921.898.501.789,820.521.267.159,,,921898501789.0,820521267159.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,601.683.644.827,558.377.930.998,,,601683644827.0,558377930998.0
421b,421b,421b,- LNST chưa phân phối của nấm nay,,320.214.856.962,262.143.336.161,,,320214856962.0,262143336161.0
429,429,429,Lợi ích cổ đông không kiểm soát,,1.236.745.448.794,1.197.528.616.033,,,1236745448794.0,1197528616033.0
430,430,430,Nguồn kinh phí và quỹ khác,,3.272.808.312.802,3.272.808.312.802,,,3272808312802.0,3272808312802.0
432,432,432,Nguồn kinh phí đã hình thành TSCĐ,,3.272.808.312.802,3.272.808.312.802,,,3272808312802.0,3272808312802.0
440,440,440,TỔNG NGUỒN VỐN,,36.780.154.788.883,35.653.232.484.507,,,36780154788883.0,35653232484507.0
