row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chínhkết thúc ngày 31 tháng 12 năm,Năm tài chínhkết thúc ngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2023VND,2022VND,,,,
,,,LU'U CHUYÊN TIÊN TỪ HOẠTĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠTĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠTĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠTĐỘNG KINH DOANH,,,,
01,Mãsố > 01,01,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,424.720.617.151,353.930.960.221,,,424720617151.0,353930960221.0
02,Mãsố > 02,02,Khấu hao tài sản cố định và phânbố LTTM,,310.893.451.005,283.718.402.007,,,310893451005.0,283718402007.0
05,Mãsố > 05,05,Lãi từ hoạt động đầu tư,,(69.984.744.374),(58.166.950.392),,,-69984744374.0,-58166950392.0
06,Mãsố > 06,06,Chi phí lãi vay,,662.435.560.342,647.600.236.079,,,662435560342.0,647600236079.0
08,Mãsố > 08,08,Lợi nhuận từ hoạt động kinhdoanh trước những thay đõivốn lưu động,,1.328.064.884.124,1.227.082.647.915,,,1328064884124.0,1227082647915.0
09,Mãsố > 09,09,Giảm các khoản phải thu,,60.904.812.246,54.698.195.030,,,60904812246.0,54698195030.0
10,Mãsố > 10,10,Giảm/(tăng) hàng tồn kho,,83.455.341.478,(122.462.046.710),,,83455341478.0,-122462046710.0
11,Mãsố > 11,11,"Tăng các khoản phải trả [khôngkế lãi vay phải trả, thuế TNDNphải nộp]",,182.916.898.206,72.942.930.052,,,182916898206.0,72942930052.0
12,Mãsố > 12,12,Giảm/(tăng) chi phí trả trước,,1.470.706.357,(3.447.703.216),,,1470706357.0,-3447703216.0
14,Mãsố > 14,14,Tiền lãi vay đã trả,,(1.202.050.111.622),(827.555.226.137),,,-1202050111622.0,-827555226137.0
15,Mãsố > 15,15,Thuế thu nhập doanh nghiệp đãnộp,,(61.361.424.724),(36.138.362.996),,,-61361424724.0,-36138362996.0
20,Mãsố > 20,20,Lưu chuyển tiền thuần từ hoạtđộng kinh doanh,,393.401.106.065,365.120.433.938,,,393401106065.0,365120433938.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠTĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠTĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠTĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠTĐỘNG ĐẦU TƯ,,,,
21,Mãsố > 21,21,"Chi để mua sắm, xây dựngTSCĐ và các tài sản dài hạnkhác",,(128.953.497.802),(196.901.788.609),,,-128953497802.0,-196901788609.0
22,Mãsố > 22,22,"Thu từ thanh lý, nhượng bánTSCĐ và tài sản dài hạn khác",,15.814.973.910,(2.700.000.000),,,15814973910.0,-2700000000.0
23,Mãsố > 23,23,"Chi cho vay, mua các công cụ nợcủa đơn vị khác",,(6.634.999.595),-,,,-6634999595.0,
24,Mãsố > 24,24,"Thu hồi cho vay, bán lại cáccông cụ nợ của đơn vị khác",,3.500.000.000,-,,,3500000000.0,
25,Mãsố > 25,25,Chi đầu tư góp vốn vào đơn vịkhác,,(79.024.000.000),-,,,-79024000000.0,
26,Mãsố > 26,26,Thu hồi đầu tư góp vốn vào đơnvjí khác,,78.380.000.000,-,,,78380000000.0,
27,Mãsố > 27,27,"Thu lãi cho vay, cổ tức và lợinhuyện được chia",,25.183.315.403,5.444.505.906,,,25183315403.0,5444505906.0
30,Mãsố > 30,30,Lưu chuyển tiền thuần từ hoạtđộng đầu tư,,(91.734.208.084),(194.157.282.703),,,-91734208084.0,-194157282703.0
