row_label_raw,row_label_full,Bên liên quan > Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,"Mối quan hệ > Công ty có liên quan của Thành viên HĐQT Trần Chủng, Công ty con của Công ty mẹ","Nội dung nghiệp vụ > Bán hàng hóa, dịch vụ > Mua hàng hóa, dịch vụ",Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND > 4.444.444 > 57.157.051.557,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND > - > 22.067.076.702,"numeric__Mối quan hệ > Công ty có liên quan của Thành viên HĐQT Trần Chủng, Công ty con của Công ty mẹ","numeric__Nội dung nghiệp vụ > Bán hàng hóa, dịch vụ > Mua hàng hóa, dịch vụ",numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND > 4.444.444 > 57.157.051.557,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND > - > 22.067.076.702
Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị,Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị,Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị,Công ty liên kết,Thu lại tiền góp vốn,78.380.000.000,-,,,78380000000.0,
Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,"Công ty liên kết, Công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Hữu Hùng, Trường Ban kiểm soát Nguyễn Minh Giang, Thành viên Ban kiểm soát Phan Thị Mai","Bán hàng hóa, dịch vụ",4.564.508.030,20.276.043.989,,,4564508030.0,20276043989.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,"Bán hàng hóa, dịch vụ",510.194.003.029,83.256.826.074,,,510194003029.0,83256826074.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,"Mua hàng hóa, dịch vụ",83.709.368.376,157.895.098.662,,,83709368376.0,157895098662.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Chi phí lãi vay,635.545.500,4.195.368.235,,,635545500.0,4195368235.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Nhận tiền vay,14.950.000.000,70.300.000.000,,,14950000000.0,70300000000.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Trả tiền lãi vay,27.639.540.763,-,,,27639540763.0,
Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Trả tiền vay,69.986.895.603,51.995.000.000,,,69986895603.0,51995000000.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Thu nhập khác,2.866.425.049,-,,,2866425049.0,
Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Hợp đồng hợp tác kinh doanh,-,221.530.970.000,,,,221530970000.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Thu lại tiền hợp tác kinh doanh,221.530.970.000,-,,,221530970000.0,
Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Lợi nhuận từ hợp tác kinh doanh,9.113.116.478,-,,,9113116478.0,
