row_label_raw,row_label_full,col_0,31.12.2023VND,01.01.2023VND,numeric__31.12.2023VND,numeric__01.01.2023VND
Bên thứ ba,Bên thứ ba,Bên thứ ba,130.232.280.739,59.725.675.369,130232280739.0,59725675369.0
Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu Công Nghiệp,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu Công Nghiệp,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu Công Nghiệp,29.420.534.767,-,29420534767.0,
Công ty Cổ phần Tập đoàn Quốc tế Đông Á,Công ty Cổ phần Tập đoàn Quốc tế Đông Á,Công ty Cổ phần Tập đoàn Quốc tế Đông Á,14.359.029.400,14.359.029.400,14359029400.0,14359029400.0
Công ty Cổ phần Tập đoàn Đầu tư Xây dựng Bất động sản Á Châu,Công ty Cổ phần Tập đoàn Đầu tư Xây dựng Bất động sản Á Châu,Công ty Cổ phần Tập đoàn Đầu tư Xây dựng Bất động sản Á Châu,14.008.765.873,-,14008765873.0,
Công ty TNHH Xây dựng Đồng Khánh,Công ty TNHH Xây dựng Đồng Khánh,Công ty TNHH Xây dựng Đồng Khánh,13.862.983.101,-,13862983101.0,
Công ty Cổ phần Đầu tư và Xây dựng Công trình Tây An,Công ty Cổ phần Đầu tư và Xây dựng Công trình Tây An,Công ty Cổ phần Đầu tư và Xây dựng Công trình Tây An,9.321.979.651,-,9321979651.0,
Công ty TNHH Khánh Sơn,Công ty TNHH Khánh Sơn,Công ty TNHH Khánh Sơn,6.120.456.775,-,6120456775.0,
Công ty TNHH MTV Thương mại và Dịch vụ Đức Nhì,Công ty TNHH MTV Thương mại và Dịch vụ Đức Nhì,Công ty TNHH MTV Thương mại và Dịch vụ Đức Nhì,6.094.699.854,-,6094699854.0,
Công ty Cổ phần Xuất nhập khẩu Ô tô và Xe chuyên dụng Việt Nam,Công ty Cổ phần Xuất nhập khẩu Ô tô và Xe chuyên dụng Việt Nam,Công ty Cổ phần Xuất nhập khẩu Ô tô và Xe chuyên dụng Việt Nam,5.992.200.000,5.992.200.000,5992200000.0,5992200000.0
Công ty Cổ phần Đầu tư Xây dựng Thương mại Tân Hoàng Long,Công ty Cổ phần Đầu tư Xây dựng Thương mại Tân Hoàng Long,Công ty Cổ phần Đầu tư Xây dựng Thương mại Tân Hoàng Long,5.265.564.578,-,5265564578.0,
Đối tượng khác,Đối tượng khác,Đối tượng khác,25.786.066.740,39.374.445.969,25786066740.0,39374445969.0
Cộng,Cộng,Cộng,130.232.280.739,59.725.675.369,130232280739.0,59725675369.0
