row_label_raw,row_label_full,col_0,31.12.2023,31.12.2023_1,01.01.2023,01.01.2023_1,numeric__31.12.2023,numeric__31.12.2023_1,numeric__01.01.2023,numeric__01.01.2023_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),59.003.359.811,-,148.953.796.014,-,59003359811.0,,148953796014.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",17.973.383.568,-,11.608.229.851,-,17973383568.0,,11608229851.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",313.670.959,-,183.729.951,-,313670959.0,,183729951.0,
Cộng,Cộng,Cộng,77.290.414.338,-,160.745.755.816,-,77290414338.0,,160745755816.0,
