row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày > 31.12.2023 VND,Tại ngày > 01.01.2023 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2023 VND,numeric__Tại ngày > 01.01.2023 VND
100,100,100,TÀI SẢN NGÁN HẠN,,1.175.974.314.357,1.183.826.382.647,,,1175974314357.0,1183826382647.0
110,110,110,Tiền và các khoản tương đương tiền,V.1,296.127.587.276,382.261.109.037,,,296127587276.0,382261109037.0
111,111,111,Tiền,,70.617.142.427,167.118.290.604,,,70617142427.0,167118290604.0
112,112,112,Các khoản tương đương tiền,,225.510.444.849,215.142.818.433,,,225510444849.0,215142818433.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,76.965.731.271,72.830.731.676,,,76965731271.0,72830731676.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,V.2a,76.965.731.271,72.830.731.676,,,76965731271.0,72830731676.0
130,130,130,Các khoản phải thu ngắn hạn,,690.013.292.765,456.607.687.667,,,690013292765.0,456607687667.0
131,131,131,Phải thu ngắn hạn của khách hàng,V.3,399.951.959.341,204.928.657.469,,,399951959341.0,204928657469.0
132,132,132,Trả trước cho người bán ngắn hạn,V.4a,130.232.280.739,59.725.675.369,,,130232280739.0,59725675369.0
135,135,135,Phải thu về cho vay ngắn hạn,V.5,-,1.000.000.000,,,,1000000000.0
136,136,136,Phải thu ngắn hạn khác,V.6a,173.039.599.416,204.163.901.560,,,173039599416.0,204163901560.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,V.7,(13.210.546.731),(13.210.546.731),,,-13210546731.0,-13210546731.0
140,140,140,Hàng tồn kho,,77.290.414.338,160.745.755.816,,,77290414338.0,160745755816.0
141,141,141,Hàng tồn kho,V.8,77.290.414.338,160.745.755.816,,,77290414338.0,160745755816.0
150,150,150,Tài sản ngắn hạn khác,,35.577.288.707,111.381.098.451,,,35577288707.0,111381098451.0
151,151,151,Chi phí trả trước ngắn hạn,V.9a,25.335.939.260,25.508.020.223,,,25335939260.0,25508020223.0
152,152,152,Thuế GTGT được khấu trừ,,10.122.438.374,85.754.167.155,,,10122438374.0,85754167155.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,V.16,118.911.073,118.911.073,,,118911073.0,118911073.0
