row_label_raw,row_label_full,col_0,31.12.2023VND,01.01.2023VND,numeric__31.12.2023VND,numeric__01.01.2023VND
Bên thứ ba,Bên thứ ba,Bên thứ ba,205.909.761.114,200.877.103.117,205909761114.0,200877103117.0
Công ty Cổ phần Xây dựng Công trình Ngầm,Công ty Cổ phần Xây dựng Công trình Ngầm,Công ty Cổ phần Xây dựng Công trình Ngầm,94.082.320.759,94.082.320.759,94082320759.0,94082320759.0
Ban Quản lý Dự án 85,Ban Quản lý Dự án 85,Ban Quản lý Dự án 85,21.807.969.484,21.807.969.484,21807969484.0,21807969484.0
Công Ty Cổ phần Đầu Tư Nắng Ban Mai,Công Ty Cổ phần Đầu Tư Nắng Ban Mai,Công Ty Cổ phần Đầu Tư Nắng Ban Mai,15.247.718.241,15.247.718.241,15247718241.0,15247718241.0
Công ty TNHH Minh Phát,Công ty TNHH Minh Phát,Công ty TNHH Minh Phát,11.899.747.000,11.899.747.000,11899747000.0,11899747000.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,10.356.014.000,10.356.014.000,10356014000.0,10356014000.0
Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,9.381.606.667,9.381.606.667,9381606667.0,9381606667.0
Ban QLDA ĐTXD Tĩnh Lạng Sơn,Ban QLDA ĐTXD Tĩnh Lạng Sơn,Ban QLDA ĐTXD Tĩnh Lạng Sơn,8.575.350.000,8.575.350.000,8575350000.0,8575350000.0
Tổng Công ty Xây dựng Công trình Giao thông 8 - CTCP,Tổng Công ty Xây dựng Công trình Giao thông 8 - CTCP,Tổng Công ty Xây dựng Công trình Giao thông 8 - CTCP,7.176.702.514,7.176.702.514,7176702514.0,7176702514.0
Đối tượng khác,Đối tượng khác,Đối tượng khác,27.382.332.449,22.349.674.452,27382332449.0,22349674452.0
Cộng,Cộng,Cộng,205.909.761.114,200.877.103.117,205909761114.0,200877103117.0
