row_label_raw,row_label_full,col_0,31.12.2023 > Giá gốc VND,31.12.2023 > Giá trị ghi số VND,01.01.2023 > Giá gốc VND,01.01.2023 > Giá trị ghi số VND,numeric__31.12.2023 > Giá gốc VND,numeric__31.12.2023 > Giá trị ghi số VND,numeric__01.01.2023 > Giá gốc VND,numeric__01.01.2023 > Giá trị ghi số VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,76.965.731.271,76.965.731.271,72.830.731.676,72.830.731.676,76965731271.0,76965731271.0,72830731676.0,72830731676.0
Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),76.965.731.271,76.965.731.271,72.830.731.676,72.830.731.676,76965731271.0,76965731271.0,72830731676.0,72830731676.0
Dài hạn,Dài hạn,Dài hạn,17.000.000.000,17.000.000.000,17.000.000.000,17.000.000.000,17000000000.0,17000000000.0,17000000000.0,17000000000.0
Tiền gửi có kỳ hạn (ii),Tiền gửi có kỳ hạn (ii),Tiền gửi có kỳ hạn (ii),15.000.000.000,15.000.000.000,15.000.000.000,15.000.000.000,15000000000.0,15000000000.0,15000000000.0,15000000000.0
Trái phiếu (iii),Trái phiếu (iii),Trái phiếu (iii),2.000.000.000,2.000.000.000,2.000.000.000,2.000.000.000,2000000000.0,2000000000.0,2000000000.0,2000000000.0
Cộng,Cộng,Cộng,93.965.731.271,93.965.731.271,89.830.731.676,89.830.731.676,93965731271.0,93965731271.0,89830731676.0,89830731676.0
