row_label_raw,row_label_full,Ngân hàng Thương mại Cổ phần An Bình – Chi nhánh An Giang > Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh▪ Khoản vay 1 > ▪ Khoản vay 2 > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam – Chi nhánh Đồng Tháp▪ Khoản vay 1 > ▪ Khoản vay 2 > Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam – Chi nhánh Đồng Tháp > Ngân hàng Thương mại Cổ phần Bưu điện Liên Việt – Chi nhánh Vĩnh Long > Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín – Chi nhánh Thành phố Hồ Chí Minh > Quỹ Phát triển Khoa học và Công Nghệ Tinh Bến Tre,"Thuyết minh > (ii) > (i) > (ii), (iii) > (i) > (ii) > (i)",Loại tiền > VND,Năm đáo hạn > 2019 – 2022 > 2021 > 2022 > 2019 > 2020 > 2021 > 2020 > 2021,31/12/2019 VND > 2.837.611.273 > - > 2.237.944.270 > - > 850.000.000 > 7.970.000.000 > 2.716.307.798 > 10.000.000.000 > 1.000.000.000,1/1/2019 VND > 3.011.519.273 > 2.250.000.000 > 3.104.245.270 > 1.124.000.000 > 11.210.000.000 > 1.405.000.000 > 5.445.479.498 > 20.000.000.000 > 1.500.000.000,"numeric__Thuyết minh > (ii) > (i) > (ii), (iii) > (i) > (ii) > (i)",numeric__Loại tiền > VND,numeric__Năm đáo hạn > 2019 – 2022 > 2021 > 2022 > 2019 > 2020 > 2021 > 2020 > 2021,numeric__31/12/2019 VND > 2.837.611.273 > - > 2.237.944.270 > - > 850.000.000 > 7.970.000.000 > 2.716.307.798 > 10.000.000.000 > 1.000.000.000,numeric__1/1/2019 VND > 3.011.519.273 > 2.250.000.000 > 3.104.245.270 > 1.124.000.000 > 11.210.000.000 > 1.405.000.000 > 5.445.479.498 > 20.000.000.000 > 1.500.000.000
,,,,,,27.611.863.341,49.050.244.041,,,,27611863341.0,49050244041.0
Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 24(a)),Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 24(a)),Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 24(a)),Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 24(a)),Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 24(a)),Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 24(a)),(19.488.516.798),(21.438.380.700),,,,-19488516798.0,-21438380700.0
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,8.123.346.543,27.611.863.341,,,,8123346543.0,27611863341.0
