row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND",Máy mócvà thiết bịVND,Phương tiệnvận chuyểnVND,Thiết bịquản lýVND,Tài sảnkhácVND,TổngVND,"numeric__Nhà cửa,vật kiến trúcVND",numeric__Máy mócvà thiết bịVND,numeric__Phương tiệnvận chuyểnVND,numeric__Thiết bịquản lýVND,numeric__Tài sảnkhácVND,numeric__TổngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,2.422.728.698.030,1.684.688.573.927,154.874.029.737,42.688.468.027,11.033.724.411,4.316.013.494.132,2422728698030.0,1684688573927.0,154874029737.0,42688468027.0,11033724411.0,4316013494132.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,4.501.077.564,1.896.881.593,1.310.338.343,35.000.000,-,7.743.297.500,4501077564.0,1896881593.0,1310338343.0,35000000.0,,7743297500.0
Chuyển từ xây dựng cơ bảnđở dang,Nguyên giá > Chuyển từ xây dựng cơ bảnđở dang,Chuyển từ xây dựng cơ bảnđở dang,840.882.727,3.493.803.766,-,445.251.250,-,4.779.937.743,840882727.0,3493803766.0,,445251250.0,,4779937743.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,(50.000.000),-,-,-,-,(50.000.000),-50000000.0,,,,,-50000000.0
Phân loại lại,Nguyên giá > Phân loại lại,Phân loại lại,362.677.305,111.049.222,1.112.377.975,(1.586.104.502),-,-,362677305.0,111049222.0,1112377975.0,-1586104502.0,,
Chuyển sang tài sản cố địnhvô hình,Nguyên giá > Chuyển sang tài sản cố địnhvô hình,Chuyển sang tài sản cố địnhvô hình,(185.945.344),-,-,-,-,(185.945.344),-185945344.0,,,,,-185945344.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,2.428.197.390.282,1.690.190.308.508,157.296.746.055,41.582.614.775,11.033.724.411,4.328.300.784.031,2428197390282.0,1690190308508.0,157296746055.0,41582614775.0,11033724411.0,4328300784031.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,1.098.709.018.432,846.120.699.054,96.496.622.876,30.924.615.445,6.109.770.284,2.078.360.726.091,1098709018432.0,846120699054.0,96496622876.0,30924615445.0,6109770284.0,2078360726091.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,111.598.468.081,114.887.051.299,14.607.567.265,3.142.977.479,678.938.223,244.915.002.347,111598468081.0,114887051299.0,14607567265.0,3142977479.0,678938223.0,244915002347.0
Thanh lý,Giá trị hao mòn lũy kế > Thanh lý,Thanh lý,(50.000.000),-,-,-,-,(50.000.000),-50000000.0,,,,,-50000000.0
Phân loại lại,Giá trị hao mòn lũy kế > Phân loại lại,Phân loại lại,147.977.122,418.348.995,373.511.662,(939.837.779),-,-,147977122.0,418348995.0,373511662.0,-939837779.0,,
Chuyển sang tài sản cố địnhvô hình,Giá trị hao mòn lũy kế > Chuyển sang tài sản cố địnhvô hình,Chuyển sang tài sản cố địnhvô hình,(39.527.545),-,-,-,-,(39.527.545),-39527545.0,,,,,-39527545.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,1.210.365.936.090,961.426.099.348,111.477.701.803,33.127.755.145,6.788.708.507,2.323.186.200.893,1210365936090.0,961426099348.0,111477701803.0,33127755145.0,6788708507.0,2323186200893.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,1.324.019.679.598,838.567.874.873,58.377.406.861,11.763.852.582,4.923.954.127,2.237.652.768.041,1324019679598.0,838567874873.0,58377406861.0,11763852582.0,4923954127.0,2237652768041.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,1.217.831.454.192,728.764.209.160,45.819.044.252,8.454.859.630,4.245.015.904,2.005.114.583.138,1217831454192.0,728764209160.0,45819044252.0,8454859630.0,4245015904.0,2005114583138.0
