row_label_raw,row_label_full,col_0,31/12/2019VND,1/1/2019VND,numeric__31/12/2019VND,numeric__1/1/2019VND
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty Cổ phần Tô Châu,Các công ty con > Công ty Cổ phần Tô Châu,Công ty Cổ phần Tô Châu,25.965.229.715,34.465.229.715,25965229715.0,34465229715.0
Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,Các công ty con > Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,24.377.071.869,24.385.643.347,24377071869.0,24385643347.0
Công ty Cổ phần Lương thực Hậu Giang,Các công ty con > Công ty Cổ phần Lương thực Hậu Giang,Công ty Cổ phần Lương thực Hậu Giang,17.298.568.750,17.298.568.750,17298568750.0,17298568750.0
Công ty Cổ phần Xuất nhập khẩu Nông sản Thực phẩm,Công ty Cổ phần Xuất nhập khẩu Nông sản Thực phẩm,Công ty Cổ phần Xuất nhập khẩu Nông sản Thực phẩm,Công ty Cổ phần Xuất nhập khẩu Nông sản Thực phẩm,Công ty Cổ phần Xuất nhập khẩu Nông sản Thực phẩm,,
Cà Mau,Công ty Cổ phần Xuất nhập khẩu Nông sản Thực phẩm > Cà Mau,Cà Mau,1.540.000.000,1.670.166.516,1540000000.0,1670166516.0
Công ty Cổ phần Lương thực Thực phẩm Safoco,Công ty Cổ phần Xuất nhập khẩu Nông sản Thực phẩm > Công ty Cổ phần Lương thực Thực phẩm Safoco,Công ty Cổ phần Lương thực Thực phẩm Safoco,636.400.000,1.393.200.000,636400000.0,1393200000.0
Công ty Cổ phần Xây lắp Cơ khí và Lương thực,Công ty Cổ phần Xây lắp Cơ khí và Lương thực,Công ty Cổ phần Xây lắp Cơ khí và Lương thực,Công ty Cổ phần Xây lắp Cơ khí và Lương thực,Công ty Cổ phần Xây lắp Cơ khí và Lương thực,,
Thực phẩm,Công ty Cổ phần Xây lắp Cơ khí và Lương thực > Thực phẩm,Thực phẩm,-,38.630.790,,38630790.0
Công ty Cổ phần Lương thực Bình Định,Công ty Cổ phần Xây lắp Cơ khí và Lương thực > Công ty Cổ phần Lương thực Bình Định,Công ty Cổ phần Lương thực Bình Định,-,244.909.500,,244909500.0
,,,69.817.270.334,79.496.348.618,69817270334.0,79496348618.0
