row_label_raw,row_label_full,col_0,Vốn cổ phần VND,Quỹ khác thuộc chủ sở hữu (*) VND,Chênh lệnh tỷ giá VND,Lỗ lũy kế VND,Tổng VND,numeric__Vốn cổ phần VND,numeric__Quỹ khác thuộc chủ sở hữu (*) VND,numeric__Chênh lệnh tỷ giá VND,numeric__Lỗ lũy kế VND,numeric__Tổng VND
Số dư tại ngày 9 tháng 10 năm 2018,Số dư tại ngày 9 tháng 10 năm 2018,Số dư tại ngày 9 tháng 10 năm 2018,5.000.000.000.000,231.825.797.290,(12.304.926.032),-,5.219.520.871.258,5000000000000.0,231825797290.0,-12304926032.0,,5219520871258.0
Lỗ thuần trong kỳ,Lỗ thuần trong kỳ,Lỗ thuần trong kỳ,-,-,-,(1.835.239.685.997),(1.835.239.685.997),,,,-1835239685997.0,-1835239685997.0
Kết chuyển chênh lệnh tỷ giá,Kết chuyển chênh lệnh tỷ giá,Kết chuyển chênh lệnh tỷ giá,-,-,12.304.926.032,-,12.304.926.032,,,12304926032.0,,12304926032.0
Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,5.000.000.000.000,231.825.797.290,-,(1.835.239.685.997),3.396.586.111.293,5000000000000.0,231825797290.0,,-1835239685997.0,3396586111293.0
Lỗ thuần trong năm,Lỗ thuần trong năm,Lỗ thuần trong năm,-,-,-,(192.609.972.666),(192.609.972.666),,,,-192609972666.0,-192609972666.0
Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,5.000.000.000.000,231.825.797.290,-,(2.027.849.658.663),3.203.976.138.627,5000000000000.0,231825797290.0,,-2027849658663.0,3203976138627.0
