row_label_raw,row_label_full,Lãi vay phải trả Trường Cao đẳng Đại Việt chuyển từ tài khoản 3388 sang tài khoản 335,Năm 2017VND > 3.142.499.999,Năm 2016VND,numeric__Năm 2017VND > 3.142.499.999,numeric__Năm 2016VND
Chuyển lãi vay dự án Quốc Oai từ dài hạn sang ngắn hạn,Chuyển lãi vay dự án Quốc Oai từ dài hạn sang ngắn hạn,Chuyển lãi vay dự án Quốc Oai từ dài hạn sang ngắn hạn,12.519.000.000,,12519000000.0,
Chuyển vay cá nhân từ ngắn hạn sang dài hạn,Chuyển vay cá nhân từ ngắn hạn sang dài hạn,Chuyển vay cá nhân từ ngắn hạn sang dài hạn,18.879.220.000,,18879220000.0,
Chuyển gốc vay Ngân hàng TMCP Đầu tư và Phát triển Việt Nam từ dài hạn sang ngắn hạn,Chuyển gốc vay Ngân hàng TMCP Đầu tư và Phát triển Việt Nam từ dài hạn sang ngắn hạn,Chuyển gốc vay Ngân hàng TMCP Đầu tư và Phát triển Việt Nam từ dài hạn sang ngắn hạn,130.693.999.936,,130693999936.0,
