row_label_raw,row_label_full,col_0,col_1,31/12/2017 > Giá trị,31/12/2017 > Dự phòng,01/01/2017 > Giá trị,01/01/2017 > Dự phòng,numeric__col_1,numeric__31/12/2017 > Giá trị,numeric__31/12/2017 > Dự phòng,numeric__01/01/2017 > Giá trị,numeric__01/01/2017 > Dự phòng
a),a),a),Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,,
a),a) > a),a),Công ty CP Đầu tư và Phát triển Phú Quốc,1.040.747.491,-,4.979.983.836,-,,1040747491.0,,4979983836.0,
a),a) > a),a),Công ty CP Kỹ thuật Sigma,4.062.178.789,-,8.264.227.083,-,,4062178789.0,,8264227083.0,
a),a) > a),a),Công ty CP Đầu tư và Phát triển Đô thị Xanh,11.323.053.470,-,-,-,,11323053470.0,,,
a),a) > a),a),Công ty TNHH MTV Phát triển bất động sản và Du lịch VGC Phú Quốc,-,-,7.713.961.680,-,,,,7713961680.0,
a),a) > a),a),Công ty TNHH MTV Phú Kiên Phú Quốc,7.722.603.720,-,-,-,,7722603720.0,,,
a),a) > a),a),Công ty TNHH MTV Xây dựng C.E.O Phú Quốc,4.494.972.240,-,-,-,,4494972240.0,,,
a),a) > a),a),Đoàn Văn Minh,14.930.049.998,-,326.519.998,-,,14930049998.0,,326519998.0,
a),a) > a),a),Nguyễn Bá Uyền,-,-,4.106.787.500,-,,,,4106787500.0,
a),a) > a),a),Phạm Hồng Thanh,4.065.874.000,-,4.629.100.000,-,,4065874000.0,,4629100000.0,
a),a) > a),a),Phạm Thị Thu Hà,7.374.758.000,-,980.398.000,-,,7374758000.0,,980398000.0,
a),a) > a),a),Phạm Văn Trường,6.326.477.000,-,-,-,,6326477000.0,,,
a),a) > a),a),Các đối tượng khác,204.224.544.401,-,154.426.064.679,-,,204224544401.0,,154426064679.0,
a),a) > a),a),Cộng,265.565.259.109,-,185.427.042.776,-,,265565259109.0,,185427042776.0,
