row_label_raw,row_label_full,NỘI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,02 - 03,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,04 - 05,
BẢNG CẦN ĐỐI KÊ TOÁN,BẢNG CẦN ĐỐI KÊ TOÁN,BẢNG CẦN ĐỐI KÊ TOÁN,06 - 07,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BẢNG CẦN ĐỐI KÊ TOÁN > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,08,8.0
BÁO CÁO LU'U CHUYÊN TIÊN TỆ,BẢNG CẦN ĐỐI KÊ TOÁN > BÁO CÁO LU'U CHUYÊN TIÊN TỆ,BÁO CÁO LU'U CHUYÊN TIÊN TỆ,09,9.0
BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH,10 - 51,
