row_label_raw,row_label_full,Trích Quỹ đầu tư phát triển,-,9.009.400.886,-_1,9.009.400.886_1,numeric__-,numeric__9.009.400.886,numeric__-_1,numeric__9.009.400.886_1
Chia cổ tức,Chia cổ tức,Chia cổ tức,-,-,(61.761.596.400),(61.761.596.400),,,-61761596400.0,-61761596400.0
Giảm khác,Giảm khác,Giảm khác,-,-,(18.018.801.591),(18.018.801.591),,,-18018801591.0,-18018801591.0
Số dư ngày 31/12/2016,Số dư ngày 31/12/2016,Số dư ngày 31/12/2016,1.029.359.940.000,39.278.293.957,166.693.178.239,1.235.331.412.196,1029359940000.0,39278293957.0,166693178239.0,1235331412196.0
Tăng vốn trong kỳ,Tăng vốn trong kỳ,Tăng vốn trong kỳ,514.679.970.000,-,-,514.679.970.000,514679970000.0,,,514679970000.0
Lãi trong kỳ,Lãi trong kỳ,Lãi trong kỳ,-,-,188.741.486.593,188.741.486.593,,,188741486593.0,188741486593.0
Trích Quỹ đầu tư phát triển,Trích Quỹ đầu tư phát triển,Trích Quỹ đầu tư phát triển,-,13.224.203.638,-,13.224.203.638,,13224203638.0,,13224203638.0
Chia cổ tức,Chia cổ tức,Chia cổ tức,-,-,(102.935.994.000),(102.935.994.000),,,-102935994000.0,-102935994000.0
Giảm khác (*),Giảm khác (*),Giảm khác (*),-,-,(26.496.746.551),(26.496.746.551),,,-26496746551.0,-26496746551.0
Số dư ngày 31/12/2017,Số dư ngày 31/12/2017,Số dư ngày 31/12/2017,1.544.039.910.000,52.502.497.595,226.001.924.281,1.822.544.331.876,1544039910000.0,52502497595.0,226001924281.0,1822544331876.0
