row_label_raw,row_label_full,STT,Tên công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Tỷ lệ vốn góp,Tỷ lệ quyền biểu quyết,Tỷ lệ lợi ích,numeric__Tên công ty,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ vốn góp,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ lợi ích
1.,1.,1.,Công ty TNHH C.E.O Quốc tế,"Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam","Xây dựng nhà các loại, cung cấp dịch vụ ăn uống, giáo dục, ...",100%,100%,100%,,,,1.0,1.0,1.0
2.,2.,2.,Công ty CP Xây dựng C.E.O,"Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam","Xây dựng nhà, khu công nghiệp, kinh doanh bất động sản, ...",51%,51%,51%,,,,0.51,0.51,0.51
3.,3.,3.,Công ty CP Phát triển Dịch vụ C.E.O,"Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam","Xuất khẩu lao động, đào tạo các ngành nghề kinh doanh bất động sản, ...",51%,51%,51%,,,,0.51,0.51,0.51
4.,4.,4.,Trường Cao đẳng Đại Việt,"Lô 2B.X3, Khu đô thị mới Mỹ Đình 1, Quận Từ Liêm, Thành phố Hà Nội, Việt Nam","Đào tạo các ngành kế toán doanh nghiệp sản xuất, doanh nghiệp thương mại, ...",100%,100%,100%,,,,1.0,1.0,1.0
5.,5.,5.,Công ty CP Đầu tư và Phát triển Phú Quốc,"Khu tổ hợp du lịch Sonasea Villas and Resort, tổ 5, ấp Đường Bảo, Xã Dương Tơ, Huyện Phú Quốc, Tỉnh Kiên Giang, Việt Nam","Kinh doanh khách sạn, resort, khu vui chơi, kinh doanh bất động sản, ...",60%,60%,60%,,,,0.6,0.6,0.6
6.,6.,6.,Công ty CP Đầu tư BMC – CEO,"Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam","Kinh doanh bất động sản, nhà, khu công nghiệp, ...","87,76%","87,76%","87,76%",,,,0.8776,0.8776,0.8776
7.,7.,7.,Công ty CP Du lịch C.E.O,"Tầng 2, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, đường Phạm Hùng, Phường Mễ Trì, Quận","Cung cấp dịch vụ nhà hàng ăn uống, tổ chức tour du lịch, ...",51%,51%,51%,,,,0.51,0.51,0.51
