row_label_raw,row_label_full,Phải thu khách hàng và phải thu khác,398.213.377.278,388.590.091.585,numeric__398.213.377.278,numeric__388.590.091.585
Các khoản đầu tư tài chính,Các khoản đầu tư tài chính,Các khoản đầu tư tài chính,1.243.626.586.227,701.667.644.882,1243626586227.0,701667644882.0
Cộng,Cộng,Cộng,1.666.121.296.657,1.091.597.644.355,1666121296657.0,1091597644355.0
Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,,,,
Các khoản vay,Công nợ tài chính > Các khoản vay,Các khoản vay,362.234.195.238,274.688.791.416,362234195238.0,274688791416.0
Phải trả người bán và phải trả khác,Công nợ tài chính > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,144.515.575.991,124.215.531.773,144515575991.0,124215531773.0
Chi phí phải trả,Công nợ tài chính > Chi phí phải trả,Chi phí phải trả,19.826.067.121,17.520.193.422,19826067121.0,17520193422.0
Cộng,Công nợ tài chính > Cộng,Cộng,526.575.838.350,416.424.516.611,526575838350.0,416424516611.0
