row_label_raw,row_label_full,col_0,col_1,31/12/2017VND,01/01/2017VND,numeric__col_1,numeric__31/12/2017VND,numeric__01/01/2017VND
a),a),a),Ngắn hạn,269.062.526,105.166.869,,269062526.0,105166869.0
a),a),a),Công cụ dụng cụ đã xuất dùng chờ phân bổ,193.182,2.318.182,,193182.0,2318182.0
a),a),a),Chi phí bảo hiểm,268.869.344,66.323.687,,268869344.0,66323687.0
a),a),a),Chi phí chờ phân bổ khác,-,36.525.000,,,36525000.0
b),b),b),Dài hạn,9.127.356.207,9.934.769.112,,9127356207.0,9934769112.0
b),b),b),Trả trước tiền thuê diện tích tầng 19 cho Công ty Lạc Việt,4.412.096.577,4.526.696.493,,4412096577.0,4526696493.0
b),b),b),Trả trước tiền thuê văn phòng cho Tổng Công ty CP Xây lắp Dầu khí Việt Nam,1.405.492.360,2.084.522.608,,1405492360.0,2084522608.0
b),b),b),Trả trước phí thuê lại văn phòng 258 m2 tầng 3 của Công ty CP Địa ốc Dầu khí,564.008.520,834.732.612,,564008520.0,834732612.0
b),b),b),Công cụ dụng cụ đã xuất dùng chờ phân bổ,1.323.034.403,1.087.139.203,,1323034403.0,1087139203.0
b),b),b),Chi phí chờ phân bổ khác,1.422.724.347,1.401.678.196,,1422724347.0,1401678196.0
b),b),b),Cộng,9.396.418.733,10.039.935.981,,9396418733.0,10039935981.0
