row_label_raw,row_label_full,col_0,Năm 2017VND,Năm 2016VND,numeric__Năm 2017VND,numeric__Năm 2016VND
Hoạt động sản xuất kinh doanh thông thường,Hoạt động sản xuất kinh doanh thông thường,Hoạt động sản xuất kinh doanh thông thường,Hoạt động sản xuất kinh doanh thông thường,Hoạt động sản xuất kinh doanh thông thường,,
"Tổng thu nhập phát sinh, trong đó:","Hoạt động sản xuất kinh doanh thông thường > Tổng thu nhập phát sinh, trong đó:","Tổng thu nhập phát sinh, trong đó:",341.462.001.027,264.931.153.013,341462001027.0,264931153013.0
Thu nhập chịu thuế thu nhập doanh nghiệp,Hoạt động sản xuất kinh doanh thông thường > Thu nhập chịu thuế thu nhập doanh nghiệp,Thu nhập chịu thuế thu nhập doanh nghiệp,199.900.615.796,204.046.153.013,199900615796.0,204046153013.0
Thu nhập không chịu thuế thu nhập doanh nghiệp,Hoạt động sản xuất kinh doanh thông thường > Thu nhập không chịu thuế thu nhập doanh nghiệp,Thu nhập không chịu thuế thu nhập doanh nghiệp,141.561.385.231,60.885.000.000,141561385231.0,60885000000.0
"Tổng chi phí phát sinh, trong đó:","Hoạt động sản xuất kinh doanh thông thường > Tổng chi phí phát sinh, trong đó:","Tổng chi phí phát sinh, trong đó:",131.761.765.028,111.152.124.967,131761765028.0,111152124967.0
Chi phí tính thuế thu nhập doanh nghiệp,Hoạt động sản xuất kinh doanh thông thường > Chi phí tính thuế thu nhập doanh nghiệp,Chi phí tính thuế thu nhập doanh nghiệp,129.985.498.840,108.391.940.064,129985498840.0,108391940064.0
Chi phí không được trừ khi tính thuế thu nhập doanh nghiệp,Hoạt động sản xuất kinh doanh thông thường > Chi phí không được trừ khi tính thuế thu nhập doanh nghiệp,Chi phí không được trừ khi tính thuế thu nhập doanh nghiệp,1.776.266.188,2.760.184.903,1776266188.0,2760184903.0
Lợi nhuận chịu thuế thu nhập doanh nghiệp của hoạt động sản xuất kinh doanh thông thường,Hoạt động sản xuất kinh doanh thông thường > Lợi nhuận chịu thuế thu nhập doanh nghiệp của hoạt động sản xuất kinh doanh thông thường,Lợi nhuận chịu thuế thu nhập doanh nghiệp của hoạt động sản xuất kinh doanh thông thường,69.915.116.956,95.654.212.949,69915116956.0,95654212949.0
Hoạt động kinh doanh bắt động sản thông thường,Hoạt động kinh doanh bắt động sản thông thường,Hoạt động kinh doanh bắt động sản thông thường,Hoạt động kinh doanh bắt động sản thông thường,Hoạt động kinh doanh bắt động sản thông thường,,
"Tổng thu nhập phát sinh, trong đó:","Hoạt động kinh doanh bắt động sản thông thường > Tổng thu nhập phát sinh, trong đó:","Tổng thu nhập phát sinh, trong đó:",160.089.207.599,122.150.236.123,160089207599.0,122150236123.0
Thu nhập chịu thuế thu nhập doanh nghiệp,Hoạt động kinh doanh bắt động sản thông thường > Thu nhập chịu thuế thu nhập doanh nghiệp,Thu nhập chịu thuế thu nhập doanh nghiệp,160.089.207.599,122.150.236.123,160089207599.0,122150236123.0
Thu nhập không chịu thuế thu nhập doanh nghiệp,Thu nhập không chịu thuế thu nhập doanh nghiệp,Thu nhập không chịu thuế thu nhập doanh nghiệp,-,-,,
"Tổng chi phí phát sinh, trong đó:","Thu nhập không chịu thuế thu nhập doanh nghiệp > Tổng chi phí phát sinh, trong đó:","Tổng chi phí phát sinh, trong đó:",159.410.085.057,120.084.851.616,159410085057.0,120084851616.0
Chi phí tính thuế thu nhập doanh nghiệp,Thu nhập không chịu thuế thu nhập doanh nghiệp > Chi phí tính thuế thu nhập doanh nghiệp,Chi phí tính thuế thu nhập doanh nghiệp,159.410.085.057,119.859.225.073,159410085057.0,119859225073.0
Chi phí không được trừ khi tính thuế thu nhập doanh nghiệp,Thu nhập không chịu thuế thu nhập doanh nghiệp > Chi phí không được trừ khi tính thuế thu nhập doanh nghiệp,Chi phí không được trừ khi tính thuế thu nhập doanh nghiệp,-,225.626.543,,225626543.0
Lợi nhuận chịu thuế thu nhập doanh nghiệp của hoạt động kinh doanh bắt động sản thông thường,Thu nhập không chịu thuế thu nhập doanh nghiệp > Lợi nhuận chịu thuế thu nhập doanh nghiệp của hoạt động kinh doanh bắt động sản thông thường,Lợi nhuận chịu thuế thu nhập doanh nghiệp của hoạt động kinh doanh bắt động sản thông thường,679.122.542,2.291.011.050,679122542.0,2291011050.0
