row_label_raw,row_label_full,b) Các khoản chi phí bán hàng phát sinh trong kỳ,6.831.730.906,4.543.682.332,numeric__6.831.730.906,numeric__4.543.682.332
Chi phí nhân viên bán hàng,Chi phí nhân viên bán hàng,Chi phí nhân viên bán hàng,2.143.883.392,-,2143883392.0,
Chi phí vật liệu bao bì,Chi phí vật liệu bao bì,Chi phí vật liệu bao bì,-,,,
Chi phí dụng cụ đồ dùng,Chi phí vật liệu bao bì > Chi phí dụng cụ đồ dùng,Chi phí dụng cụ đồ dùng,7.410.251,15.397.749,7410251.0,15397749.0
Khấu hao tài sản cố định,Chi phí vật liệu bao bì > Khấu hao tài sản cố định,Khấu hao tài sản cố định,195.109.092,146.331.819,195109092.0,146331819.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",-,-,,
Chi phí dịch vụ mua ngoài,"Thuế, phí, lệ phí > Chi phí dịch vụ mua ngoài",Chi phí dịch vụ mua ngoài,3.520.884.027,1.832.420.011,3520884027.0,1832420011.0
Chi phí bằng tiền khác,"Thuế, phí, lệ phí > Chi phí bằng tiền khác",Chi phí bằng tiền khác,964.444.144,2.549.532.753,964444144.0,2549532753.0
Tổng cộng,"Thuế, phí, lệ phí > Tổng cộng",Tổng cộng,39.977.824.600,34.235.327.727,39977824600.0,34235327727.0
