row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,9.014.251.125,19.179.191.884,9014251125.0,19179191884.0
- Thu nhập từ phạt vi phạm hợp đồng,- Thu nhập từ phạt vi phạm hợp đồng,- Thu nhập từ phạt vi phạm hợp đồng,6.961.219.820,17.962.280.029,6961219820.0,17962280029.0
- Thu nhập từ thanh lý tài sản cố định,- Thu nhập từ thanh lý tài sản cố định,- Thu nhập từ thanh lý tài sản cố định,37.411.370,691.187.314,37411370.0,691187314.0
- Khác,- Khác,- Khác,2.015.619.935,525.724.541,2015619935.0,525724541.0
Chi phí khác,Chi phí khác,Chi phí khác,2.452.703.706,6.913.521.710,2452703706.0,6913521710.0
- Chi phí phạt thanh lý hợp đồng,- Chi phí phạt thanh lý hợp đồng,- Chi phí phạt thanh lý hợp đồng,1.140.443.429,3.793.316.700,1140443429.0,3793316700.0
- Chi phí phạt,- Chi phí phạt,- Chi phí phạt,517.637.897,-,517637897.0,
- Chi phí thanh lý tài sản,- Chi phí thanh lý tài sản,- Chi phí thanh lý tài sản,36.142.583,40.000.000,36142583.0,40000000.0
- Chi phí phạt chậm nộp,- Chi phí phạt chậm nộp,- Chi phí phạt chậm nộp,-,142.561.058,,142561058.0
- Khác,- Khác,- Khác,758.479.797,2.937.643.952,758479797.0,2937643952.0
LQI NHUẬN KHÁC,LQI NHUẬN KHÁC,LQI NHUẬN KHÁC,6.561.547.419,12.265.670.174,6561547419.0,12265670174.0
