row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Vốn đã góp của chủ sở hữu,Vốn đã góp của chủ sở hữu,Vốn đã góp của chủ sở hữu,Vốn đã góp của chủ sở hữu,Vốn đã góp của chủ sở hữu,,
Số đầu kỳ,Vốn đã góp của chủ sở hữu > Số đầu kỳ,Số đầu kỳ,3.031.926.860.000,2.530.490.680.000,3031926860000.0,2530490680000.0
Cổ tức bằng cổ phiếu,Vốn đã góp của chủ sở hữu > Cổ tức bằng cổ phiếu,Cổ tức bằng cổ phiếu,393.787.260.000,471.436.180.000,393787260000.0,471436180000.0
Phát hành cổ phiếu theo Chương trình lựa chọn cho người lao động,Vốn đã góp của chủ sở hữu > Phát hành cổ phiếu theo Chương trình lựa chọn cho người lao động,Phát hành cổ phiếu theo Chương trình lựa chọn cho người lao động,75.000.000.000,30.000.000.000,75000000000.0,30000000000.0
Số cuối kỳ,Vốn đã góp của chủ sở hữu > Số cuối kỳ,Số cuối kỳ,3.500.714.120.000,3.031.926.860.000,3500714120000.0,3031926860000.0
Cổ tức đã công bố và đã trả trong năm,Cổ tức đã công bố và đã trả trong năm,Cổ tức đã công bố và đã trả trong năm,Cổ tức đã công bố và đã trả trong năm,Cổ tức đã công bố và đã trả trong năm,,
Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,,
Cổ tức bằng cổ phiếu đã công bố,Cổ tức trên cổ phiếu phổ thông > Cổ tức bằng cổ phiếu đã công bố,Cổ tức bằng cổ phiếu đã công bố,393.787.260.000,471.436.180.000,393787260000.0,471436180000.0
Cổ tức bằng tiền đã công bố,Cổ tức trên cổ phiếu phổ thông > Cổ tức bằng tiền đã công bố,Cổ tức bằng tiền đã công bố,-,126.399.506.000,,126399506000.0
Cổ tức đã trả,Cổ tức trên cổ phiếu phổ thông > Cổ tức đã trả,Cổ tức đã trả,48.675.625,126.265.182.175,48675625.0,126265182175.0
