row_label_raw,row_label_full,Các chênh lệch tạm thời,Các chênh lệch tạm thời_1,numeric__Các chênh lệch tạm thời_1
Lỗ chuyển sang các năm sau của chi nhánh Hà Nội,Lỗ chuyển sang các năm sau của chi nhánh Hà Nội,Lỗ chuyển sang các năm sau của chi nhánh Hà Nội,7.660.368.024,7660368024.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,1.979.066.323,1979066323.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,9.639.434.347,9639434347.0
