row_label_raw,row_label_full,Cho vay bên liên quan (Thuyết minh số 31),Số cuối năm > 6.797.800.320,VND Số đầu năm > 34.800.000.000,numeric__Số cuối năm > 6.797.800.320,numeric__VND Số đầu năm > 34.800.000.000
Chi tiết khoản cho vay ngắn hạn các bên liên quan như sau:,Chi tiết khoản cho vay ngắn hạn các bên liên quan như sau:,Chi tiết khoản cho vay ngắn hạn các bên liên quan như sau:,Chi tiết khoản cho vay ngắn hạn các bên liên quan như sau:,Chi tiết khoản cho vay ngắn hạn các bên liên quan như sau:,,
Bên vay,Bên vay,Bên vay,Số cuối năm VND,Hình thức đảm bảo,,
Hà Thuận Hùng,Hà Thuận Hùng,Hà Thuận Hùng,Hà Thuận Hùng,Hà Thuận Hùng,,
Khoản cho vay 1,Hà Thuận Hùng > Khoản cho vay 1,Khoản cho vay 1,6.041.430.000,Tín chấp,6041430000.0,
Công ty Cổ phần Đầu tư Dầu khí Nha Trang,Công ty Cổ phần Đầu tư Dầu khí Nha Trang,Công ty Cổ phần Đầu tư Dầu khí Nha Trang,Công ty Cổ phần Đầu tư Dầu khí Nha Trang,Công ty Cổ phần Đầu tư Dầu khí Nha Trang,,
Khoản cho vay 1,Công ty Cổ phần Đầu tư Dầu khí Nha Trang > Khoản cho vay 1,Khoản cho vay 1,244.694.934,Tín chấp,244694934.0,
Khoản cho vay 2,Công ty Cổ phần Đầu tư Dầu khí Nha Trang > Khoản cho vay 2,Khoản cho vay 2,511.675.386,Tín chấp,511675386.0,
TỔNG CỘNG,Công ty Cổ phần Đầu tư Dầu khí Nha Trang > TỔNG CỘNG,TỔNG CỘNG,6.797.800.320,,6797800320.0,
