row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,,
DXS,Phải thu ngắn hạn khác > DXS,DXS,Công ty con,Vốn góp,303.594.480.000,-,,,303594480000.0,
DXS,Phải thu ngắn hạn khác > DXS,DXS,Công ty con,Cổ tức,2.125.818.182,-,,,2125818182.0,
DXS,Phải thu ngắn hạn khác > DXS,DXS,Công ty con,Lãi cho vay,262.011.639,-,,,262011639.0,
Đất Xanh Miền Bắc,Phải thu ngắn hạn khác > Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Vốn góp theo HDHTKD,304.868.533.970,400.550.323.000,,,304868533970.0,400550323000.0
Đất Xanh Miền Bắc,Phải thu ngắn hạn khác > Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Cổ tức,-,1.160.250.000,,,,1160250000.0
Đất Xanh Miền Trung,Phải thu ngắn hạn khác > Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Vốn góp theo HDHTKD,161.604.386.400,152.087.597.735,,,161604386400.0,152087597735.0
Đất Xanh Miền Nam,Phải thu ngắn hạn khác > Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Vốn góp theo HDHTKD,123.483.384.428,123.483.384.428,,,123483384428.0,123483384428.0
Đất Xanh Đông Nam Bộ,Phải thu ngắn hạn khác > Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Vốn góp theo HDHTKD,36.343.364.000,21.000.000.000,,,36343364000.0,21000000000.0
Đất Xanh Nha Trang,Phải thu ngắn hạn khác > Đất Xanh Nha Trang,Đất Xanh Nha Trang,Công ty con,Vốn góp theo HDKTKD,26.347.910.400,-,,,26347910400.0,
LDG,Phải thu ngắn hạn khác > LDG,LDG,Công ty liên kết,Lãi cho vay Khác,5.550.666.665,1.415.000.000,,,5550666665.0,1415000000.0
LDG,Phải thu ngắn hạn khác > LDG,LDG,Công ty liên kết,Lãi cho vay Khác,-,60.000.000,,,,60000000.0
Đất Xanh Tây Nam Bộ,Phải thu ngắn hạn khác > Đất Xanh Tây Nam Bộ,Đất Xanh Tây Nam Bộ,Công ty con,Vốn góp theo HDHTKD,4.000.000.000,-,,,4000000000.0,
Ông Lương Trí Tú,Phải thu ngắn hạn khác > Ông Lương Trí Tú,Ông Lương Trí Tú,Cổ đông,Tạm ứng,2.316.920.390,3.011.726.866,,,2316920390.0,3011726866.0
Ông Trần Công Luận,Phải thu ngắn hạn khác > Ông Trần Công Luận,Ông Trần Công Luận,Phó Tổng Giám đốc,Tạm ứng,150.000.000,2.145.000.000,,,150000000.0,2145000000.0
Khác,Phải thu ngắn hạn khác > Khác,Khác,,,39.873.788,1.428.922.600,,,39873788.0,1428922600.0
,,,,,970.687.349.862,706.342.204.629,,,970687349862.0,706342204629.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,,,,
Xây dựng FBV,Phải trả người bán ngắn hạn > Xây dựng FBV,Xây dựng FBV,Công ty con,Dịch vụ xây dựng,8.927.629.724,10.277.090.656,,,8927629724.0,10277090656.0
Đất Xanh Đông Nam Bộ,Phải trả người bán ngắn hạn > Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Dịch vụ,1.273.321.716,1.273.321.716,,,1273321716.0,1273321716.0
,,,,,10.200.951.440,11.550.412.372,,,10200951440.0,11550412372.0
