row_label_raw,row_label_full,Ngân hàng Nhà nước Việt NamTiền gửi của Ngân hàng tại NHNNVNTiền gửi và tiền vay của NHNNVNTại Ngân hàng,Mối quan hệ > Đại diệnchủ sở hữu,31/12/2018Triệu VNDPhải thu/(phải trả) > 10.152.243(3.589.585),31/12/2017Triệu VND > 93.615.296(6.303.503),numeric__Mối quan hệ > Đại diệnchủ sở hữu,numeric__31/12/2018Triệu VNDPhải thu/(phải trả) > 10.152.243(3.589.585),numeric__31/12/2017Triệu VND > 93.615.296(6.303.503)
Bộ Tài chínhTiền gửi tại Ngân hàngVay Bộ Tài chính,Bộ Tài chínhTiền gửi tại Ngân hàngVay Bộ Tài chính,Bộ Tài chínhTiền gửi tại Ngân hàngVay Bộ Tài chính,Bên liênquan của chủsở hữu,(87.095.730)(1.001.583),(165.081.565)(702.162),,,
"Mizuho Bank Ltd., Nhật BảnTiền gửi của Ngân hàng tại Mizuho Bank Ltd.,Nhật BảnTiền gửi của Mizuho Bank Ltd., Nhật Bản tạiNgân hàngVay Mizuho Bank Ltd., Nhật Bản","Mizuho Bank Ltd., Nhật BảnTiền gửi của Ngân hàng tại Mizuho Bank Ltd.,Nhật BảnTiền gửi của Mizuho Bank Ltd., Nhật Bản tạiNgân hàngVay Mizuho Bank Ltd., Nhật Bản","Mizuho Bank Ltd., Nhật BảnTiền gửi của Ngân hàng tại Mizuho Bank Ltd.,Nhật BảnTiền gửi của Mizuho Bank Ltd., Nhật Bản tạiNgân hàngVay Mizuho Bank Ltd., Nhật Bản",Cổ đôngchiến lược,1.767.477(3.667.092)-,5.994.987(3.190.241)(448.500),,,
Công ty TNHH Một thành viênCho thuê Tài chính VietcombankCho vayTiền gửi của Công ty tại Ngân hàng,Công ty TNHH Một thành viênCho thuê Tài chính VietcombankCho vayTiền gửi của Công ty tại Ngân hàng,Công ty TNHH Một thành viênCho thuê Tài chính VietcombankCho vayTiền gửi của Công ty tại Ngân hàng,Công ty con,2.964.120(399.277),2.887.769(283.897),,,
Công ty TNHH Chứng khoán VietcombankTiền gửi tại Ngân hàngTrái phiếu tăng vốn do Vietcombank phát hành,Công ty TNHH Chứng khoán VietcombankTiền gửi tại Ngân hàngTrái phiếu tăng vốn do Vietcombank phát hành,Công ty TNHH Chứng khoán VietcombankTiền gửi tại Ngân hàngTrái phiếu tăng vốn do Vietcombank phát hành,Công ty con,(100.905)(171.115),(25.956)(139.613),,,
Công ty TNHH Cao ốc Vietcombank 198Tiền gửi tại Ngân hàngTiền thuê văn phòng trả trước,Công ty TNHH Cao ốc Vietcombank 198Tiền gửi tại Ngân hàngTiền thuê văn phòng trả trước,Công ty TNHH Cao ốc Vietcombank 198Tiền gửi tại Ngân hàngTiền thuê văn phòng trả trước,Công ty con,(196.936)58.794,(293.206)146.682,,,
Công ty TNHH Tài chính Việt NamTiền gửi của Ngân hàng,Công ty TNHH Cao ốc Vietcombank 198Tiền gửi tại Ngân hàngTiền thuê văn phòng trả trước > Công ty TNHH Tài chính Việt NamTiền gửi của Ngân hàng,Công ty TNHH Tài chính Việt NamTiền gửi của Ngân hàng,Công ty con,2.440.506,2.541.012,,2440506.0,2541012.0
Công ty Chuyển tiền VietcombankTiền gửi tại Ngân hàng,Công ty TNHH Cao ốc Vietcombank 198Tiền gửi tại Ngân hàngTiền thuê văn phòng trả trước > Công ty Chuyển tiền VietcombankTiền gửi tại Ngân hàng,Công ty Chuyển tiền VietcombankTiền gửi tại Ngân hàng,Công ty con,(10),(12),,-10.0,-12.0
Công ty TNHH MTV Kiều hối VietcombankTiền gửi tại Ngân hàng,Công ty TNHH Cao ốc Vietcombank 198Tiền gửi tại Ngân hàngTiền thuê văn phòng trả trước > Công ty TNHH MTV Kiều hối VietcombankTiền gửi tại Ngân hàng,Công ty TNHH MTV Kiều hối VietcombankTiền gửi tại Ngân hàng,Công ty con,(49.355),(28.942),,-49355.0,-28942.0
Công ty Liên doanh Quản lý quỹ đầu tưchứng khoán VietcombankỦy thác đầu tư trái phiếu,Công ty TNHH Cao ốc Vietcombank 198Tiền gửi tại Ngân hàngTiền thuê văn phòng trả trước > Công ty Liên doanh Quản lý quỹ đầu tưchứng khoán VietcombankỦy thác đầu tư trái phiếu,Công ty Liên doanh Quản lý quỹ đầu tưchứng khoán VietcombankỦy thác đầu tư trái phiếu,Công tyliên doanh,1.000.000,1.000.000,,1000000.0,1000000.0
