row_label_raw,row_label_full,STT,Chỉ tiêu > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2018 Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2017 Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__Chỉ tiêu > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2018 Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2017 Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN
1,1,1,Bảo lãnh vay vốn,,276.512,265.179,,,276512.0,265179.0
2,2,2,Cam kết giao dịch hối đoái,,61.831.282,74.729.089,,,61831282.0,74729089.0
,,,Cam kết mua ngoại tệ,,12.471.111,8.223.247,,,12471111.0,8223247.0
,,,Cam kết bán ngoại tệ,,49.360.171,66.505.842,,,49360171.0,66505842.0
4,4,4,Cam kết trong nghiệp vụ thư tín dụng,,57.703.713,45.239.213,,,57703713.0,45239213.0
5,5,5,Bảo lãnh khác,,54.250.031,51.953.402,,,54250031.0,51953402.0
6,6,6,Các cam kết khác,,201.313,131.912,,,201313.0,131912.0
