row_label_raw,row_label_full,col_0,2018Triệu VND,2017Triệu VND,numeric__2018Triệu VND,numeric__2017Triệu VND
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
Thu nhập từ các khoản cho vay đã xử lý bằng quỹ dự phòng rủi ro,Thu nhập từ hoạt động khác > Thu nhập từ các khoản cho vay đã xử lý bằng quỹ dự phòng rủi ro,Thu nhập từ các khoản cho vay đã xử lý bằng quỹ dự phòng rủi ro,3.271.828,2.180.252,3271828.0,2180252.0
Thu nhập khác,Thu nhập từ hoạt động khác > Thu nhập khác,Thu nhập khác,231.633,166.826,231633.0,166826.0
,,,3.503.461,2.347.078,3503461.0,2347078.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
Chi phí cho nghiệp vụ hoán đổi lãi suất,Chi phí hoạt động khác > Chi phí cho nghiệp vụ hoán đổi lãi suất,Chi phí cho nghiệp vụ hoán đổi lãi suất,(9.117),(85.028),-9117.0,-85028.0
Chi về nghiệp vụ bán nợ,Chi phí hoạt động khác > Chi về nghiệp vụ bán nợ,Chi về nghiệp vụ bán nợ,(159),-,-159.0,
Chi công tác xã hội,Chi phí hoạt động khác > Chi công tác xã hội,Chi công tác xã hội,(150.034),(106.832),-150034.0,-106832.0
Chi phí khác,Chi phí hoạt động khác > Chi phí khác,Chi phí khác,(117.174),(64.435),-117174.0,-64435.0
,,,(276.484),(256.295),-276484.0,-256295.0
,,,3.226.977,2.090.783,3226977.0,2090783.0
