row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,2018Triệu VND,2017Triệu VND,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__2018Triệu VND,numeric__2017Triệu VND
XI,XI,XI,TỔNG LỢI NHUẬN TRƯỚC THUẾ(MANG SẠNG TỪ TRANG TRƯỚC),,18.016.228,11.021.290,,,18016228.0,11021290.0
7,7,7,Chi phí thuế thu nhập doanh nghiệp hiện hành,,(3.561.561),(2.172.126),,,-3561561.0,-2172126.0
XII,XII,XII,Chi phí thuế thu nhập doanh nghiệp,34,(3.561.561),(2.172.126),,34.0,-3561561.0,-2172126.0
XIII,XIII,XIII,LỢI NHUẬN SAU THUẾ,,14.454.667,8.849.164,,,14454667.0,8849164.0
