row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Tổng Giám đốc,Công ty mượn tiền,460.077.012.570,100.282.600.000,,,460077012570.0,100282600000.0
Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Tổng Giám đốc,Công ty thanh toán tiền mượn,445.586.557.417,100.282.600.000,,,445586557417.0,100282600000.0
Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Tổng Giám đốc,Tạm ứng công việc,305.586.711.215,159.383.270.600,,,305586711215.0,159383270600.0
Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Tổng Giám đốc,Hoàn ứng công việc,305.586.711.215,159.383.270.600,,,305586711215.0,159383270600.0
Phú Hưng,Phú Hưng,Phú Hưng,Công ty liên kết,Ứng trước để thanh lý các hợp đồngmua bán của dự án The EverRich 2Thu tiền tạm ứng thanh lý các hợp đồngmua bán của dự án The EverRich 2Hoàn trả tiền ứng trước mua căn hộTrả trước tiền mua căn hộMượn tiềnThanh toán tiền mượnChi phí tiện ích,1.548.908.385.3031.031.000.000.000327.891.614.697201.991.823.31010.000.000.00010.000.000.000317.159.579,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,,,1.5489083853031032e+80,
Công ty Cổ phần Tư vấn Quản lý BDSC,Công ty Cổ phần Tư vấn Quản lý BDSC,Công ty Cổ phần Tư vấn Quản lý BDSC,Bên liên quan,Dịch vụ tư vấn,1.222.250.000,-,,,1222250000.0,
Trường Phát Lộc,Trường Phát Lộc,Trường Phát Lộc,Bên liên quan,Hàng bán trả lạiThuế văn phòngGiảm giá tiền thuê văn phòngKhác,13.687.396.8431.156.000.0001.120.000.000286.172.728,- 1.920.000.000-284.815.224,,,1.36873968431156e+39,
Đầu tư Phát Đạt,Đầu tư Phát Đạt,Đầu tư Phát Đạt,Công ty con,Thuế văn phòng,-,490.000.000,,,,490000000.0
T.A.M (*),T.A.M (*),T.A.M (*),Bên liên quan,Lãi được chia từ HĐHTĐT,180.000.000.000,-,,,180000000000.0,
