row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu,Doanh thu,Doanh thu,1.542.032.394.877,1.523.980.005.444,1542032394877.0,1523980005444.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán căn hộ,Trong đó: > Doanh thu bán căn hộ,Doanh thu bán căn hộ,1.458.081.614.417,1.295.682.001.190,1458081614417.0,1295682001190.0
Doanh thu bán bất động sản,Trong đó: > Doanh thu bán bất động sản,Doanh thu bán bất động sản,57.046.019.669,205.876.194.454,57046019669.0,205876194454.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,26.904.760.791,22.421.809.800,26904760791.0,22421809800.0
Các khoản giảm trừ doanh thu:,Trong đó: > Các khoản giảm trừ doanh thu:,Các khoản giảm trừ doanh thu:,(215.406.237.704),(27.314.421.600),-215406237704.0,-27314421600.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(205.717.795.286),(27.314.421.600),-205717795286.0,-27314421600.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(9.688.442.418),-,-9688442418.0,
DOANH THU THUẦN,Trong đó: > DOANH THU THUẦN,DOANH THU THUẦN,1.326.626.157.173,1.496.665.583.844,1326626157173.0,1496665583844.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán căn hộ,Trong đó: > Doanh thu bán căn hộ,Doanh thu bán căn hộ,1.302.369.759.342,1.295.682.001.190,1302369759342.0,1295682001190.0
Doanh thu bán bất động sản,Trong đó: > Doanh thu bán bất động sản,Doanh thu bán bất động sản,(1.528.362.960),178.561.772.854,-1528362960.0,178561772854.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,25.784.760.791,22.421.809.800,25784760791.0,22421809800.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên khác,Trong đó: > Doanh thu với các bên khác,Doanh thu với các bên khác,1.339.991.381.288,1.494.745.583.844,1339991381288.0,1494745583844.0
Doanh thu với bên liên quan(Thuyết minh số 31),Trong đó: > Doanh thu với bên liên quan(Thuyết minh số 31),Doanh thu với bên liên quan(Thuyết minh số 31),(13.365.224.115),1.920.000.000,-13365224115.0,1920000000.0
