row_label_raw,row_label_full,Mã số,CHỈ TIẾU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIẾU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
14,14,14,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thuTăng hàng tồn khoTăng (giảm) các khoản phải trả(Tăng) giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,550.739.215.955(1.335.317.878.403)(222.203.288.906)5.956.730.615.531(5.118.094.786)(1.561.581.403.647)(118.810.894.203)(10.077.716.432),308.706.780.4641.245.480.373.593(1.644.851.379.116)(52.677.198.770)3.054.608.990(4.787.661.668)(43.191.393.410)(4.177.904.459),,,,
15,15,15,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thuTăng hàng tồn khoTăng (giảm) các khoản phải trả(Tăng) giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,550.739.215.955(1.335.317.878.403)(222.203.288.906)5.956.730.615.531(5.118.094.786)(1.561.581.403.647)(118.810.894.203)(10.077.716.432),308.706.780.4641.245.480.373.593(1.644.851.379.116)(52.677.198.770)3.054.608.990(4.787.661.668)(43.191.393.410)(4.177.904.459),,,,
17,17,17,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thuTăng hàng tồn khoTăng (giảm) các khoản phải trả(Tăng) giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,550.739.215.955(1.335.317.878.403)(222.203.288.906)5.956.730.615.531(5.118.094.786)(1.561.581.403.647)(118.810.894.203)(10.077.716.432),308.706.780.4641.245.480.373.593(1.644.851.379.116)(52.677.198.770)3.054.608.990(4.787.661.668)(43.191.393.410)(4.177.904.459),,,,
,,,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thuTăng hàng tồn khoTăng (giảm) các khoản phải trả(Tăng) giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,550.739.215.955(1.335.317.878.403)(222.203.288.906)5.956.730.615.531(5.118.094.786)(1.561.581.403.647)(118.810.894.203)(10.077.716.432),308.706.780.4641.245.480.373.593(1.644.851.379.116)(52.677.198.770)3.054.608.990(4.787.661.668)(43.191.393.410)(4.177.904.459),,,,
20,17 > 20,20,Lưu chuyển tiền thuần từ (sử dụng vào) hoạt động kinh doanh,,3.254.360.555.109,(192.443.774.376),,,3254360555109.0,-192443774376.0
,,,II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỰTiền chi để mua sắm và xây dựng tài sản cố địnhTiền thu lãi tiền gửi ngân hàng,,(4.945.421.449)3.679.904.844,(79.997.479.035)168.687.362,,,,
21,21,21,II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỰTiền chi để mua sắm và xây dựng tài sản cố địnhTiền thu lãi tiền gửi ngân hàng,,(4.945.421.449)3.679.904.844,(79.997.479.035)168.687.362,,,,
27,27,27,II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỰTiền chi để mua sắm và xây dựng tài sản cố địnhTiền thu lãi tiền gửi ngân hàng,,(4.945.421.449)3.679.904.844,(79.997.479.035)168.687.362,,,,
30,27 > 30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(1.265.516.605),(79.828.791.673),,,-1265516605.0,-79828791673.0
,,,III. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,,,,,
33,27 > 33,33,Tiền thu từ đi vay,,-,613.720.352.150,,,,613720352150.0
34,27 > 34,34,Tiền chi trả nợ gốc vay,,(3.258.349.398.407),(121.552.883.338),,,-3258349398407.0,-121552883338.0
36,27 > 36,36,Cổ tức đã trả,,(116.625.000),(100.617.585.500),,,-116625000.0,-100617585500.0
40,27 > 40,40,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động tài chính,,(3.258.466.023.407),391.549.883.312,,,-3258466023407.0,391549883312.0
