row_label_raw,row_label_full,col_0,col_1,31/12/2015 > Giá trị,31/12/2015 > Dự phòng,01/01/2015 > Giá trị,01/01/2015 > Dự phòng,numeric__col_1,numeric__31/12/2015 > Giá trị,numeric__31/12/2015 > Dự phòng,numeric__01/01/2015 > Giá trị,numeric__01/01/2015 > Dự phòng
,,,,VND,VND,VND,VND,,,,,
a),a),a),Ngắn hạn,48.508.636.746,(2.570.187.890),38.631.771.937,(2.570.187.890),,48508636746.0,-2570187890.0,38631771937.0,-2570187890.0
a),a),a),"Phải thu về lãi tiền gửi, tiền cho vay",175.250.000,-,-,-,,175250000.0,,,
a),a),a),Tạm ứng,32.500.460.901,-,18.542.747.276,-,,32500460901.0,,18542747276.0,
a),a),a),"Ký cược, ký quỹ",284.788.227,-,392.838.472,-,,284788227.0,,392838472.0,
a),a),a),Phải thu BHXH của CBNV,396.450.041,-,740.008.070,-,,396450041.0,,740008070.0,
a),a),a),"Phải thu tạm ứng các đội, ban.chỉ huy công trình",258.601.715,-,4.960.199.588,-,,258601715.0,,4960199588.0,
a),a),a),Phải thu về tiền tạm ứng chi đến bù,6.892.013.254,-,9.120.720.110,-,,6892013254.0,,9120720110.0,
a),a),a),Phải thu khác,8.001.072.608,(2.570.187.890),4.875.258.421,(2.570.187.890),,8001072608.0,-2570187890.0,4875258421.0,-2570187890.0
b),b),b),Dài hạn,78.524.490.483,-,649.540.000,-,,78524490483.0,,649540000.0,
b),b),b),"Ký cược, ký quỹ",660.573.500,-,649.540.000,-,,660573500.0,,649540000.0,
b),b),b),Công ty Cổ phần Tập Đoàn Tân Mai (*),77.863.916.983,-,-,-,,77863916983.0,,,
,,,,127.033.127.229,(2.570.187.890),39.281.311.937,(2.570.187.890),,127033127229.0,-2570187890.0,39281311937.0,-2570187890.0
