row_label_raw,row_label_full,col_0,Tỷ lệ(%),Số tiềnVND,numeric__Tỷ lệ(%),numeric__Số tiềnVND
Lợi nhuận sau thuế thu nhập doanh nghiệp dùng đề phân phối,Lợi nhuận sau thuế thu nhập doanh nghiệp dùng đề phân phối,Lợi nhuận sau thuế thu nhập doanh nghiệp dùng đề phân phối,100%,407.380.751.391,1.0,407380751391.0
Trích Quỹ đầu tư phát triển,Trích Quỹ đầu tư phát triển,Trích Quỹ đầu tư phát triển,1%,5.025.000.000,0.01,5025000000.0
Trích Quỹ khác thuộc vốn chủ sở hữu,Trích Quỹ khác thuộc vốn chủ sở hữu,Trích Quỹ khác thuộc vốn chủ sở hữu,1%,2.512.500.000,0.01,2512500000.0
"Trích Quỹ khen thưởng, phúc lợi","Trích Quỹ khen thưởng, phúc lợi","Trích Quỹ khen thưởng, phúc lợi",1%,6.030.000.000,0.01,6030000000.0
Chi trả cổ tức (bằng 20% vốn điều lệ),Chi trả cổ tức (bằng 20% vốn điều lệ),Chi trả cổ tức (bằng 20% vốn điều lệ),10%,40.197.010.000,0.1,40197010000.0
Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,87%,353.616.241.391,0.87,353616241391.0
