row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2015 > VND,01/01/2015 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2015 > VND,numeric__01/01/2015 > VND
300,300,300,A. NỘ PHẢI TRẢ,,1.893.092.632.119,1.177.806.489.013,,,1893092632119.0,1177806489013.0
310,310,310,I. Nợ ngắn hạn,,1.287.284.176.241,980.394.047.583,,,1287284176241.0,980394047583.0
311,311,311,1. Phải trả người bán ngắn hạn,14,440.511.327.916,445.486.761.051,,14.0,440511327916.0,445486761051.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,384.846.248.004,33.726.662.631,,,384846248004.0,33726662631.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,15,93.158.010.135,106.362.263.393,,15.0,93158010135.0,106362263393.0
314,314,314,4. Phải trả người lao động,,66.321.772.637,69.454.926.002,,,66321772637.0,69454926002.0
315,315,315,5. Chi phí phải trả ngắn hạn,16,84.271.733.872,89.952.868.924,,16.0,84271733872.0,89952868924.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,17,511.703.547,-,,17.0,511703547.0,
319,319,319,7. Phải trả ngắn hạn khác,17,41.997.672.007,55.173.108.130,,17.0,41997672007.0,55173108130.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,13,63.061.128.705,115.282.617.572,,13.0,63061128705.0,115282617572.0
321,321,321,9. Dự phòng phải trả ngắn hạn,18,95.193.280.668,52.249.768.345,,18.0,95193280668.0,52249768345.0
322,322,322,10. Quỹ khen thưởng phúc lợi,,17.411.298.750,12.705.071.535,,,17411298750.0,12705071535.0
330,330,330,II. Nợ dài hạn,,605.808.455.878,197.412.441.430,,,605808455878.0,197412441430.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,17,-,255.813.742,,17.0,,255813742.0
337,337,337,2. Phải trả dài hạn khác,17,241.982.921,139.211.321,,17.0,241982921.0,139211321.0
338,338,338,3. Vay và nợ thuê tài chính dài hạn,13,461.458.658.203,74.357.198.239,,13.0,461458658203.0,74357198239.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,28.b,3.099.893.748,2.663.541.460,,,3099893748.0,2663541460.0
342,342,342,5. Dự phòng phải trả dài hạn,18,141.007.921.006,119.996.676.668,,18.0,141007921006.0,119996676668.0
