row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2015 > VND,Năm 2014 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2015 > VND,numeric__Năm 2014 > VND
,,,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,1. Lợi nhuận trước thuế,,319.140.132.685,548.875.788.166,,,319140132685.0,548875788166.0
,,,2. Điều chỉnh cho các khoản,,,,,,,
02,02,02,- Khấu hao tài sản cố định và bất động sản đầu tư,,24.212.044.322,22.728.407.296,,,24212044322.0,22728407296.0
03,03,03,- Các khoản dự phòng,,66.258.524.131,55.690.646.393,,,66258524131.0,55690646393.0
04,04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,-,65.436.220,,,,65436220.0
05,05,05,"- Lãi, lỗ từ hoạt động đầu tư",,2.791.017.566,(6.217.284.794),,,2791017566.0,-6217284794.0
06,06,06,- Chi phí lãi vay,,10.432.262.854,12.763.965.879,,,10432262854.0,12763965879.0
08,08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,422.833.981.558,633.906.959.160,,,422833981558.0,633906959160.0
09,09,09,"- Tăng, giảm các khoản phải thu",,(469.634.262.874),424.729.929.054,,,-469634262874.0,424729929054.0
10,10,10,"- Tăng, giảm hàng tồn kho",,52.058.062.245,47.041.696.718,,,52058062245.0,47041696718.0
11,11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,287.707.868.298,(345.771.499.920),,,287707868298.0,-345771499920.0
12,12,12,"- Tăng, giảm chi phí trả trước",,(1.905.079.419),564.536.836,,,-1905079419.0,564536836.0
14,14,14,- Tiền lãi vay đã trả,,(10.520.822.160),(12.617.311.571),,,-10520822160.0,-12617311571.0
15,15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(78.191.548.615),(110.593.847.723),,,-78191548615.0,-110593847723.0
16,16,16,- Tiền thu khác từ hoạt động kinh doanh,,-,2.753.930.363,,,,2753930363.0
17,17,17,- Tiền chi khác cho hoạt động kinh doanh,,(11.041.473.802),(8.347.378.010),,,-11041473802.0,-8347378010.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,191.306.725.231,631.667.014.907,,,191306725231.0,631667014907.0
,,,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,21,21,"1. Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(569.411.400.329),(299.830.074.970),,,-569411400329.0,-299830074970.0
22,22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,2.662.236.390,595.348.556,,,2662236390.0,595348556.0
25,25,25,3. Tiền chi đầu tư góp vốn vào đơn vị khác,,(53.211.230.000),-,,,-53211230000.0,
26,26,26,4. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,330.664.077,1.200.000.000,,,330664077.0,1200000000.0
27,27,27,"5. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,6.902.921.232,7.471.020.642,,,6902921232.0,7471020642.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(612.726.808.630),(290.563.705.772),,,-612726808630.0,-290563705772.0
,,,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,31,31,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,243.096.321.818,-,,,243096321818.0,
33,33,33,2. Tiền thu từ đi vay,,1.055.074.576.660,674.634.695.789,,,1055074576660.0,674634695789.0
34,34,34,3. Tiền trả nợ gốc vay,,(720.194.605.563),(871.568.103.044),,,-720194605563.0,-871568103044.0
36,36,36,"4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(352.835.628),(14.229.844.960),,,-352835628.0,-14229844960.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,577.623.457.287,(211.163.252.215),,,577623457287.0,-211163252215.0
50,50,50,Lưu chuyển tiền thuần trong năm,,156.203.373.888,129.940.056.920,,,156203373888.0,129940056920.0
