row_label_raw,row_label_full,Mã số,Tên khoản mục,Số tiền,Mã số_1,Tên khoản mục_1,Số tiền_1,Thay đổi,numeric__Tên khoản mục,numeric__Số tiền,numeric__Mã số_1,numeric__Tên khoản mục_1,numeric__Số tiền_1,numeric__Thay đổi
BẢNG CẦN ĐỐI KẾ TOÁN,BẢNG CẦN ĐỐI KẾ TOÁN,BẢNG CẦN ĐỐI KẾ TOÁN,BẢNG CẦN ĐỐI KẾ TOÁN,BẢNG CẦN ĐỐI KẾ TOÁN,BẢNG CẦN ĐỐI KẾ TOÁN,BẢNG CẦN ĐỐI KẾ TOÁN,BẢNG CẦN ĐỐI KẾ TOÁN,BẢNG CẦN ĐỐI KẾ TOÁN,,,,,,
131,BẢNG CẦN ĐỐI KẾ TOÁN > 131,131,Phải thu khách hàng,364.122.267.677,131,Phải thu ngắn hạn của khách hàng,364.122.267.677,-,,364122267677.0,131.0,,364122267677.0,
132,BẢNG CẦN ĐỐI KẾ TOÁN > 132,132,Trà trước cho người bán,164.438.767.560,132,Trà trước cho người bán ngắn hạn,164.438.767.560,-,,164438767560.0,132.0,,164438767560.0,
135,BẢNG CẦN ĐỐI KẾ TOÁN > 135,135,Các khoản phải thu khác,19.696.186.189,136,Phải thu ngắn hạn khác,38.631.771.937,18.935.585.748,,19696186189.0,136.0,,38631771937.0,18935585748.0
158,BẢNG CẦN ĐỐI KẾ TOÁN > 158,158,Tài sản ngắn hạn khác,18.935.585.748,155,Tài sản ngắn hạn khác,-,(18.935.585.748),,18935585748.0,155.0,,,-18935585748.0
141,BẢNG CẦN ĐỐI KẾ TOÁN > 141,141,Hàng tồn kho,626.061.010.473,141,Hàng tồn kho,626.061.010.473,-,,626061010473.0,141.0,,626061010473.0,
154,BẢNG CẦN ĐỐI KẾ TOÁN > 154,154,Thuế và các khoản khác phải thu Nhà nước,11.317.247,153,Thuế và các khoản khác phải thu Nhà nước,11.317.247,-,,11317247.0,153.0,,11317247.0,
218,BẢNG CẦN ĐỐI KẾ TOÁN > 218,218,Phải thu dài hạn khác,-,216,Phải thu dài hạn khác,649.540.000,649.540.000,,,216.0,,649540000.0,649540000.0
268,BẢNG CẦN ĐỐI KẾ TOÁN > 268,268,Tài sản dài hạn khác,3.610.594.946,268,Tài sản dài hạn khác,2.961.054.946,(649.540.000),,3610594946.0,268.0,,2961054946.0,-649540000.0
230,BẢNG CẦN ĐỐI KẾ TOÁN > 230,230,Chi phí xây dựng cơ bản dở dang,160.288.429.462,242,Chi phí xây dựng cơ bản dở dang,160.288.429.462,-,,160288429462.0,242.0,,160288429462.0,
