row_label_raw,row_label_full,col_0,1.278.177.114.339,83.346.260.483,-,1.361.523.374.822,numeric__1.278.177.114.339,numeric__83.346.260.483,numeric__-,numeric__1.361.523.374.822
Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,,,,
Tiền và các khoản tương đương tiền,Tại ngày 01/01/2015 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,414.907.865.578,-,-,414.907.865.578,414907865578.0,,,414907865578.0
"Phải thu khách hàng, phải thu khác","Tại ngày 01/01/2015 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",392.478.427.605,649.540.000,-,393.127.967.605,392478427605.0,649540000.0,,393127967605.0
Đầu tư dài hạn,Tại ngày 01/01/2015 > Đầu tư dài hạn,Đầu tư dài hạn,-,4.821.770.000,-,4.821.770.000,,4821770000.0,,4821770000.0
,,,807.386.293.183,5.471.310.000,-,812.857.603.183,807386293183.0,5471310000.0,,812857603183.0
