row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,,,,
Vay và nợ,Tại ngày 31/12/2015 > Vay và nợ,Vay và nợ,63.061.128.705,-,461.458.658.203,524.519.786.908,63061128705.0,,461458658203.0,524519786908.0
"Phải trả người bán,phải trả khác","Tại ngày 31/12/2015 > Phải trả người bán,phải trả khác","Phải trả người bán,phải trả khác",482.508.999.923,241.982.921,-,482.750.982.844,482508999923.0,241982921.0,,482750982844.0
Chi phí phải trả,Tại ngày 31/12/2015 > Chi phí phải trả,Chi phí phải trả,84.271.733.872,-,-,84.271.733.872,84271733872.0,,,84271733872.0
,,,629.841.862.500,241.982.921,461.458.658.203,1.091.542.503.624,629841862500.0,241982921.0,461458658203.0,1091542503624.0
Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,,,,
Vay và nợ,Tại ngày 01/01/2015 > Vay và nợ,Vay và nợ,115.282.617.572,-,74.357.198.239,189.639.815.811,115282617572.0,,74357198239.0,189639815811.0
"Phải trả người bán,phải trả khác","Tại ngày 01/01/2015 > Phải trả người bán,phải trả khác","Phải trả người bán,phải trả khác",500.659.869.181,139.211.321,-,500.799.080.502,500659869181.0,139211321.0,,500799080502.0
Chi phí phải trả,Tại ngày 01/01/2015 > Chi phí phải trả,Chi phí phải trả,89.952.868.924,-,-,89.952.868.924,89952868924.0,,,89952868924.0
,,,705.895.355.677,139.211.321,74.357.198.239,780.391.765.237,705895355677.0,139211321.0,74357198239.0,780391765237.0
