row_label_raw,row_label_full,col_0,31/12/2015 > Giá trị ghi số theoPP Vốn CSH,01/01/2015 > Giá trị ghi số theoPP Vốn CSH,numeric__31/12/2015 > Giá trị ghi số theoPP Vốn CSH,numeric__01/01/2015 > Giá trị ghi số theoPP Vốn CSH
,,,VND,VND,,
"a, Đầu tư vào công ty liên kết","a, Đầu tư vào công ty liên kết","a, Đầu tư vào công ty liên kết",150.144.769.744,112.858.094.705,150144769744.0,112858094705.0
Công ty CP Gang thép Cao Bằng,Công ty CP Gang thép Cao Bằng,Công ty CP Gang thép Cao Bằng,113.344.769.744,112.858.094.705,113344769744.0,112858094705.0
Công ty CP Khoáng Sản Tấn Phát,Công ty CP Khoáng Sản Tấn Phát,Công ty CP Khoáng Sản Tấn Phát,36.800.000.000,-,36800000000.0,
Công ty Sân如此,Công ty Sân如此,Công ty Sân如此,150.144.769.744,112.858.094.705,150144769744.0,112858094705.0
