row_label_raw,row_label_full,col_0,01/01/2015 > Giá trị,01/01/2015 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2015 > Giá trị,31/12/2015 > Số có khả năng trả nợ,numeric__01/01/2015 > Giá trị,numeric__01/01/2015 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2015 > Giá trị,numeric__31/12/2015 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
a) Vay ngắn hạn- Vay ngắn hạn,a) Vay ngắn hạn- Vay ngắn hạn,a) Vay ngắn hạn- Vay ngắn hạn,115.282.617.572,115.282.617.572,667.973.116.696,720.194.605.563,63.061.128.705,63.061.128.705,115282617572.0,115282617572.0,667973116696.0,720194605563.0,63061128705.0,63061128705.0
a) Vay ngắn hạn- Vay ngắn hạn,a) Vay ngắn hạn- Vay ngắn hạn,a) Vay ngắn hạn- Vay ngắn hạn,115.282.617.572,115.282.617.572,667.973.116.696,720.194.605.563,63.061.128.705,63.061.128.705,115282617572.0,115282617572.0,667973116696.0,720194605563.0,63061128705.0,63061128705.0
b) Vay dài hạn- Vay dài hạn,b) Vay dài hạn- Vay dài hạn,b) Vay dài hạn- Vay dài hạn,74.357.198.239,74.357.198.239,387.101.459.964,-,461.458.658.203,461.458.658.203,74357198239.0,74357198239.0,387101459964.0,,461458658203.0,461458658203.0
b) Vay dài hạn- Vay dài hạn,b) Vay dài hạn- Vay dài hạn,b) Vay dài hạn- Vay dài hạn,74.357.198.239,74.357.198.239,387.101.459.964,-,461.458.658.203,461.458.658.203,74357198239.0,74357198239.0,387101459964.0,,461458658203.0,461458658203.0
Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,-,-,-,-,-,-,,,,,,
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả trong vòng 12 tháng > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,74.357.198.239,74.357.198.239,387.101.459.964,-,461.458.658.203,461.458.658.203,74357198239.0,74357198239.0,387101459964.0,,461458658203.0,461458658203.0
Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn,Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn,Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn,Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn,Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn,Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn,Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn,Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn,Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn,,,,,,
,,,,Loại tiền,Lãi suất năm,Hình thức đảm bảo,31/12/2015,01/01/2015,,,,,,
,,,,Loại tiền,Lãi suất năm,Hình thức đảm bảo,VND,VND,,,,,,
Ngân hàng TMCP Quân đội,Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn > Ngân hàng TMCP Quân đội,Ngân hàng TMCP Quân đội,,VND,,Tín chấp,-,3.843.314.572,,,,,,3843314572.0
Ngân hàng TMCP Công thương Việt Nam,Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn > Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,,VND,7%-9%/năm,Tín chấp/Tài sản,23.610.461.588,3.236.241.599,,,,,23610461588.0,3236241599.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (BIDV),Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (BIDV),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (BIDV),,VND,"8,8%, /năm",Tín chấp/Bảo lãnh,25.258.056.060,73.426.714.092,,,,,25258056060.0,73426714092.0
Công ty Tài Chính CP Điện Lực,Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn > Công ty Tài Chính CP Điện Lực,Công ty Tài Chính CP Điện Lực,,VND,9%/năm,Thế chấp quyền,3.506.360.557,5.511.351.105,,,,,3506360557.0,5511351105.0
Ngân hàng TMCP Ngoại thương,Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn > Ngân hàng TMCP Ngoại thương,Ngân hàng TMCP Ngoại thương,,VND,"5,2%/năm",Bảo lãnh,3.756.250.500,-,,,,,3756250500.0,
Ngân hàng Shinhan Việt Nam,Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn > Ngân hàng Shinhan Việt Nam,Ngân hàng Shinhan Việt Nam,,,,,-,22.114.996.204,,,,,,22114996204.0
Các đối tượng khác,Thông tin chỉ tiết liên quan đến khoản vay ngắn hạn > Các đối tượng khác,Các đối tượng khác,,VND,Lãi suất khác nhau,Tín chấp,6.930.000.000,7.150.000.000,,,,,6930000000.0,7150000000.0
,,,,,,,63.061.128.705,115.282.617.572,,,,,63061128705.0,115282617572.0
