row_label_raw,row_label_full,Đầu tư vào các công ty con(Thuyết minh số 5.2.1) > Đầu tư vào các công ty liên kết(Thuyết minh số 5.2.2) > Đầu tư góp vốn vào các đơn vị khác(Thuyết minh số 5.2.3),Số cuối năm > 570.375.439.051 > 86.080.020.000 > 39.227.400.000,VND Số đầu năm > 689.981.259.782 > 86.080.020.000 > 39.227.400.000,numeric__Số cuối năm > 570.375.439.051 > 86.080.020.000 > 39.227.400.000,numeric__VND Số đầu năm > 689.981.259.782 > 86.080.020.000 > 39.227.400.000
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,695.682.859.051,815.288.679.782,695682859051.0,815288679782.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,(150.567.537.051),(240.352.218.276),-150567537051.0,-240352218276.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Đầu tư vào các công ty con,Trong đó: > Đầu tư vào các công ty con,Đầu tư vào các công ty con,(124.165.337.452),(227.811.531.063),-124165337452.0,-227811531063.0
Đầu tư vào các công ty liên kết,Trong đó: > Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,(19.967.053.745),(7.743.503.127),-19967053745.0,-7743503127.0
Đầu tư góp vốn vào các đơn vị khác,Trong đó: > Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,(6.435.145.854),(4.797.184.086),-6435145854.0,-4797184086.0
ĐẦU TƯ' THUẦN,Trong đó: > ĐẦU TƯ' THUẦN,ĐẦU TƯ' THUẦN,545.115.322.000,574.936.461.506,545115322000.0,574936461506.0
