row_label_raw,row_label_full,Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đang thực hiện > Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đã hoàn thành,Năm nay > 15.837.667.748.986 > 1.755.420.782.525,VNDNăm trước > 11.366.369.857.283 > 3.664.957.179.378,numeric__Năm nay > 15.837.667.748.986 > 1.755.420.782.525,numeric__VNDNăm trước > 11.366.369.857.283 > 3.664.957.179.378
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,17.593.088.531.511,15.031.327.036.661,17593088531511.0,15031327036661.0
Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,21.440.015.508.105,16.430.304.813.697,21440015508105.0,16430304813697.0
