row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,Khác,VND Tổng cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Khác,numeric__VND Tổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,39.790.252.840,8.146.844.083,1.216.005.358,49.153.102.281,39790252840.0,8146844083.0,1216005358.0,49153102281.0
Mua mới,Nguyên giá > Mua mới,Mua mới,-,734.670.000,-,734.670.000,,734670000.0,,734670000.0
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,39.790.252.840,8.881.514.083,1.216.005.358,49.887.772.281,39790252840.0,8881514083.0,1216005358.0,49887772281.0
Trong đó:Đã hao mòn hết,Nguyên giá > Trong đó:Đã hao mòn hết,Trong đó:Đã hao mòn hết,-,5.573.211.301,1.216.005.358,6.789.216.659,,5573211301.0,1216005358.0,6789216659.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,
Số đầu năm,Giá trị hao mòn lũy kế > Số đầu năm,Số đầu năm,-,6.459.476.423,1.036.118.754,7.495.595.177,,6459476423.0,1036118754.0,7495595177.0
Hao mòn trong năm,Giá trị hao mòn lũy kế > Hao mòn trong năm,Hao mòn trong năm,-,1.264.721.903,179.886.604,1.444.608.507,,1264721903.0,179886604.0,1444608507.0
Số cuối năm,Giá trị hao mòn lũy kế > Số cuối năm,Số cuối năm,-,7.724.198.326,1.216.005.358,8.940.203.684,,7724198326.0,1216005358.0,8940203684.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,39.790.252.840,1.687.367.660,179.886.604,41.657.507.104,39790252840.0,1687367660.0,179886604.0,41657507104.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,39.790.252.840,1.157.315.757,-,40.947.568.597,39790252840.0,1157315757.0,,40947568597.0
Trong đó:Tài sản sử dụngđế thế chấp(Thuyết minh số 22.1),Giá trị còn lại > Trong đó:Tài sản sử dụngđế thế chấp(Thuyết minh số 22.1),Trong đó:Tài sản sử dụngđế thế chấp(Thuyết minh số 22.1),4.500.924.600,-,-,4.500.924.600,4500924600.0,,,4500924600.0
