row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,25.1,18.103.927.693.620,15.508.404.565.460,,251.0,18103927693620.0,15508404565460.0
02,02,02,2. Các khoản giảm trừ doanh thu,25.1,-,(11.109.186.538),,251.0,,-11109186538.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,25.1,18.103.927.693.620,15.497.295.378.922,,251.0,18103927693620.0,15497295378922.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,26,(16.575.987.369.827),(14.035.989.278.477),,26.0,-16575987369827.0,-14035989278477.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.527.940.323.793,1.461.306.100.445,,,1527940323793.0,1461306100445.0
21,21,21,6. Doanh thu hoạt động tài chính,25.2,109.750.821.723,153.278.589.354,,252.0,109750821723.0,153278589354.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,27,(319.951.288.093) (278.225.086.229),(234.461.279.222) (217.366.060.381),,27.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,27,(319.951.288.093) (278.225.086.229),(234.461.279.222) (217.366.060.381),,27.0,,
26,26,26,8. Chi phí quản lý doanh nghiệp,28,(471.802.961.547),(375.646.481.769),,28.0,-471802961547.0,-375646481769.0
30,30,30,9. Lợi nhuận thuần từ hoạt động kinh doanh,845.93,845.936.895.876,1.004.476.928.808,,84593.0,845936895876.0,1004476928808.0
31,31,31,10. Thu nhập khác,29,16.742.864.442,40.554.072.450,,29.0,16742864442.0,40554072450.0
32,32,32,11. Chi phí khác,29,-,(169.435.824),,29.0,,-169435824.0
40,40,40,12. Lợi nhuận khác,29,16.742.864.442,40.384.636.626,,29.0,16742864442.0,40384636626.0
50,50,50,13. Tổng lợi nhuận kế toán trước thuế,,862.679.760.318,1.044.861.565.434,,,862679760318.0,1044861565434.0
51,51,51,14. Chi phí thuế TNDN hiện hành,30.1,(171.598.843.390),(206.319.691.964),,301.0,-171598843390.0,-206319691964.0
52,52,52,15. Thu nhập thuế TNDN hoãn lại,30.3,529.512.292,847.679.166,,303.0,529512292.0,847679166.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,691.610.429.220,839.389.552.636,,,691610429220.0,839389552636.0
