row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu từ thầu phụ,Ngắn hạn > Phải thu từ thầu phụ,Phải thu từ thầu phụ,76.633.730.402,20.633.552.987,76633730402.0,20633552987.0
Lãi phải thu,Ngắn hạn > Lãi phải thu,Lãi phải thu,55.352.526.284,34.828.300.653,55352526284.0,34828300653.0
Tạm ứng cho nhân viên,Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,37.452.944.420,22.906.393.904,37452944420.0,22906393904.0
Các khoản ký quỹ,Ngắn hạn > Các khoản ký quỹ,Các khoản ký quỹ,4.802.716.220,5.432.568.623,4802716220.0,5432568623.0
Lãi ngân hàng,Ngắn hạn > Lãi ngân hàng,Lãi ngân hàng,3.738.836.040,20.707.885.070,3738836040.0,20707885070.0
Cổ tức nhận được,Ngắn hạn > Cổ tức nhận được,Cổ tức nhận được,1.715.757.449,-,1715757449.0,
Phải thu từ nhân viên,Ngắn hạn > Phải thu từ nhân viên,Phải thu từ nhân viên,1.436.967.953,26.141.350.397,1436967953.0,26141350397.0
Khác,Ngắn hạn > Khác,Khác,17.345.065.080,28.859.750.201,17345065080.0,28859750201.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,198.478.543.848,159.509.801.835,198478543848.0,159509801835.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn khác từ bên khác,Trong đó: > Phải thu ngắn hạn khác từ bên khác,Phải thu ngắn hạn khác từ bên khác,194.205.768.425,155.747.899.174,194205768425.0,155747899174.0
Phải thu ngắn hạn khác từ bên liên quan(Thuyết minh số 31),Trong đó: > Phải thu ngắn hạn khác từ bên liên quan(Thuyết minh số 31),Phải thu ngắn hạn khác từ bên liên quan(Thuyết minh số 31),4.272.775.423,3.761.902.661,4272775423.0,3761902661.0
Dự phòng nợ phải thu ngắn hạn khó đòi (*),Trong đó: > Dự phòng nợ phải thu ngắn hạn khó đòi (*),Dự phòng nợ phải thu ngắn hạn khó đòi (*),(34.147.251.924),(34.909.582.825),-34147251924.0,-34909582825.0
GIÁ TRỊ THUÀN,Trong đó: > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,164.331.291.924,124.600.219.010,164331291924.0,124600219010.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Ký quỹ cho bên liên quan (Thuyết minh số 31),Dài hạn > Ký quỹ cho bên liên quan (Thuyết minh số 31),Ký quỹ cho bên liên quan (Thuyết minh số 31),3.229.457.937,2.204.508.447,3229457937.0,2204508447.0
Ký quỹ cho bên khác,Dài hạn > Ký quỹ cho bên khác,Ký quỹ cho bên khác,1.356.278.091,1.520.326.091,1356278091.0,1520326091.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,4.585.736.028,3.724.834.538,4585736028.0,3724834538.0
