row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu gộp,Doanh thu gộp,Doanh thu gộp,18.103.927.693.620,15.508.404.565.460,18103927693620.0,15508404565460.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hợp đồng xây dựng,Trong đó: > Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,17.593.088.531.511,15.042.436.223.199,17593088531511.0,15042436223199.0
Doanh thu cho thuê máy móc thiết bị,Trong đó: > Doanh thu cho thuê máy móc thiết bị,Doanh thu cho thuê máy móc thiết bị,502.088.910.691,465.968.342.261,502088910691.0,465968342261.0
Doanh thu bán hàng hóa bất động sản,Trong đó: > Doanh thu bán hàng hóa bất động sản,Doanh thu bán hàng hóa bất động sản,8.750.251.418,-,8750251418.0,
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,-,(11.109.186.538),,-11109186538.0
DOANH THU THUÀN,Trong đó: > DOANH THU THUÀN,DOANH THU THUÀN,18.103.927.693.620,15.497.295.378.922,18103927693620.0,15497295378922.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hợp đồng xây dựng (*),Trong đó: > Doanh thu hợp đồng xây dựng (*),Doanh thu hợp đồng xây dựng (*),17.593.088.531.511,15.031.327.036.661,17593088531511.0,15031327036661.0
Doanh thu cho thuê máy móc thiết bị,Trong đó: > Doanh thu cho thuê máy móc thiết bị,Doanh thu cho thuê máy móc thiết bị,502.088.910.691,465.968.342.261,502088910691.0,465968342261.0
Doanh thu bán hàng hóa bất động sản,Trong đó: > Doanh thu bán hàng hóa bất động sản,Doanh thu bán hàng hóa bất động sản,8.750.251.418,-,8750251418.0,
