row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số cuối năm > Giá trị thuần,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,Số đầu năm > Giá trị thuần,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị thuần,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị thuần
Công ty Cổ phần Xây dựngUyền Sang An,Công ty Cổ phần Xây dựngUyền Sang An,Công ty Cổ phần Xây dựngUyền Sang An,125.945.325.075,(88.257.348.219),37.687.976.856,135.255.675.075,(87.545.197.489),47.710.477.586,125945325075.0,-88257348219.0,37687976856.0,135255675075.0,-87545197489.0,47710477586.0
Công ty Cổ phần Hóa dầuQuân Đội,Công ty Cổ phần Hóa dầuQuân Đội,Công ty Cổ phần Hóa dầuQuân Đội,37.922.961.971,(12.711.022.055),25.211.939.916,55.690.224.534,(22.732.383.638),32.957.840.896,37922961971.0,-12711022055.0,25211939916.0,55690224534.0,-22732383638.0,32957840896.0
Công ty Cổ phần May Lê TrựcKhác,Công ty Cổ phần May Lê TrựcKhác,Công ty Cổ phần May Lê TrựcKhác,24.322.404.658,(10.304.201.286),14.018.203.372,20.253.196.896,(12.323.727.993),7.929.468.903,24322404658.0,-10304201286.0,14018203372.0,20253196896.0,-12323727993.0,7929468903.0
Công ty Cổ phần May Lê TrựcKhác,Công ty Cổ phần May Lê TrựcKhác,Công ty Cổ phần May Lê TrựcKhác,904.635.758.234,(255.633.039.082),649.002.719.152,525.040.142.594,(182.054.238.380),342.985.904.214,904635758234.0,-255633039082.0,649002719152.0,525040142594.0,-182054238380.0,342985904214.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,1.092.826.449.938,(366.905.610.642),725.920.839.296,736.239.239.099,(304.655.547.500),431.583.691.599,1092826449938.0,-366905610642.0,725920839296.0,736239239099.0,-304655547500.0,431583691599.0
