row_label_raw,row_label_full,Số đầu năm > Tăng trong năm,Năm nayTriệu đồng > 654.100 > 1.133.478,Năm trướcTriệu đồng > 486.916 > 924.926,numeric__Năm nayTriệu đồng > 654.100 > 1.133.478,numeric__Năm trướcTriệu đồng > 486.916 > 924.926
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(516.719),(517.631),-516719.0,-517631.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,(226.107),(183.880),-226107.0,-183880.0
Chuyển sang chi phí chờ phân bổ vàchi phí hoạt động,Chuyển sang chi phí chờ phân bổ vàchi phí hoạt động,Chuyển sang chi phí chờ phân bổ vàchi phí hoạt động,(98.294),(56.231),-98294.0,-56231.0
Số cuối năm,Số cuối năm,Số cuối năm,946.458,654.100,946458.0,654100.0
