row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Dự án Ngân hàng hợp kênh OMNICHANNEL,Dự án Ngân hàng hợp kênh OMNICHANNEL,Dự án Ngân hàng hợp kênh OMNICHANNEL,241.027,87.470,241027.0,87470.0
"Trụ sở văn phòng tại Thị xã Tây Ninh, tỉnh Tây Ninh","Trụ sở văn phòng tại Thị xã Tây Ninh, tỉnh Tây Ninh","Trụ sở văn phòng tại Thị xã Tây Ninh, tỉnh Tây Ninh",71.062,71.062,71062.0,71062.0
Nâng cấp máy chủ IBM và phần mềm Redhat,Nâng cấp máy chủ IBM và phần mềm Redhat,Nâng cấp máy chủ IBM và phần mềm Redhat,60.934,-,60934.0,
Chi phí sửa chữa tài sản cố định tại chi nhánh,Chi phí sửa chữa tài sản cố định tại chi nhánh,Chi phí sửa chữa tài sản cố định tại chi nhánh,59.300,54.533,59300.0,54533.0
Dự án Basel II,Dự án Basel II,Dự án Basel II,40.974,40.974,40974.0,40974.0
Trụ sở văn phòng tại Quận Tân Phú,Trụ sở văn phòng tại Quận Tân Phú,Trụ sở văn phòng tại Quận Tân Phú,,,,
Thành phố Hồ Chí Minh,Trụ sở văn phòng tại Quận Tân Phú > Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,37.609,37.609,37609.0,37609.0
Dự án Treasury - Front to back,Trụ sở văn phòng tại Quận Tân Phú > Dự án Treasury - Front to back,Dự án Treasury - Front to back,24.213,28.961,24213.0,28961.0
Ví điện tử Sacombank Pay,Trụ sở văn phòng tại Quận Tân Phú > Ví điện tử Sacombank Pay,Ví điện tử Sacombank Pay,7.348,17.174,7348.0,17174.0
Chi phí công trình xây dựng trụ sở chi nhánh,Trụ sở văn phòng tại Quận Tân Phú > Chi phí công trình xây dựng trụ sở chi nhánh,Chi phí công trình xây dựng trụ sở chi nhánh,7.070,46.463,7070.0,46463.0
Các khoản xây dựng cơ bản khác,Trụ sở văn phòng tại Quận Tân Phú > Các khoản xây dựng cơ bản khác,Các khoản xây dựng cơ bản khác,396.921,269.854,396921.0,269854.0
,,,946.458,654.100,946458.0,654100.0
