row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc, đá quý","TÀI SẢN > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",5,7.256.184,7.440.220,5.0,7256184.0,7440220.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,6,11.411.883,10.922.462,6.0,11411883.0,10922462.0
"Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","TÀI SẢN > Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác",,53.778.903,28.729.119,,53778903.0,28729119.0
Tiền gửi tại các TCTD khác,TÀI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,7.1,49.908.903,25.154.119,71.0,49908903.0,25154119.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,7.2,3.870.000,3.575.000,72.0,3870000.0,3575000.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,-,109.858,8.0,,109858.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,465.251.667,423.916.216,,465251667.0,423916216.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,9,471.855.680,428.508.260,9.0,471855680.0,428508260.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11.1,(6.604.013),(4.592.044),111.0,-6604013.0,-4592044.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,10,-,102.642,10.0,,102642.0
Mua nợ,TÀI SẢN > Mua nợ,Mua nợ,,-,124.710,,,124710.0
Dự phòng rủi ro hoạt động mua nợ,TÀI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,-,(22.068),,,-22068.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,74.624.402,68.669.686,,74624402.0,68669686.0
Chứng khoán đầu tư sẵn sàng để bản,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bản,Chứng khoán đầu tư sẵn sàng để bản,12.1,22.551.092,27.765.338,121.0,22551092.0,27765338.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,12.2,66.688.978,55.551.832,122.0,66688978.0,55551832.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,12.3,(14.615.668),(14.647.484),123.0,-14615668.0,-14647484.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",,3.276.379,3.343.162,,3276379.0,3343162.0
Đầu tư vào các công ty con,TÀI SẢN > Đầu tư vào các công ty con,Đầu tư vào các công ty con,13.1,3.793.172,3.746.812,131.0,3793172.0,3746812.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,13.2,97.014,97.014,132.0,97014.0,97014.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,13.3,(613.807),(500.664),133.0,-613807.0,-500664.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,7.091.558,7.347.245,,7091558.0,7347245.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14.1,4.152.009,4.335.759,141.0,4152009.0,4335759.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,7.913.764,7.418.783,,7913764.0,7418783.0
Khẩu hao tài sản cố định,TÀI SẢN > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(3.761.755),(3.083.024),,-3761755.0,-3083024.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,14.2,2.939.549,3.011.486,142.0,2939549.0,3011486.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,4.656.127,4.427.984,,4656127.0,4427984.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(1.716.578),(1.416.498),,-1716578.0,-1416498.0
Tài sản có khác,TÀI SẢN > Tài sản có khác,Tài sản có khác,,46.238.686,36.635.731,,46238686.0,36635731.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,15.1,41.796.708,32.544.322,151.0,41796708.0,32544322.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",15.2,5.667.006,5.067.033,152.0,5667006.0,5067033.0
Tài sản thuế thu nhập doanh nghiệp hoãn lại,TÀI SẢN > Tài sản thuế thu nhập doanh nghiệp hoãn lại,Tài sản thuế thu nhập doanh nghiệp hoãn lại,21.2,446.415,304.957,212.0,446415.0,304957.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,15.3,1.206.846,1.125.009,153.0,1206846.0,1125009.0
Dự phòng rủi ro cho các tài sản Có nội bảng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nội bảng khác,Dự phòng rủi ro cho các tài sản Có nội bảng khác,15.4,(2.878.289),(2.405.590),154.0,-2878289.0,-2405590.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,668.929.662,587.216.341,,668929662.0,587216341.0
