row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023%/năm,Ngày 31 tháng 12năm 2022%/năm,numeric__Ngày 31 tháng 12năm 2023%/năm,numeric__Ngày 31 tháng 12năm 2022%/năm
Bằng VND,Bằng VND,Bằng VND,"3,03 - 6,77","3,63 - 10,19",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"0,75 - 7,23","0,75 - 6,40",,
