row_label_raw,row_label_full,Miền BắcTriệu đồng,Miền TrungTriệu đồng,Miền NamTriệu đồng,Tổng bộ phậnđã báo cáoTriệu đồng,Loại trừTriệu đồng,Tổng cộngTriệu đồng,numeric__Miền TrungTriệu đồng,numeric__Miền NamTriệu đồng,numeric__Tổng bộ phậnđã báo cáoTriệu đồng,numeric__Loại trừTriệu đồng,numeric__Tổng cộngTriệu đồng
10.414.399(7.670.243),10.414.399(7.670.243),10.414.399(7.670.243),10.283.806(6.264.181),53.391.889(38.718.203),74.090.094(52.652.627),(19.017.175)19.017.175,55.072.919(33.635.452),,,,,
2.744.156223.346,10.414.399(7.670.243) > 2.744.156223.346,2.744.156223.346,4.019.625161.721,14.673.6863.701.209,21.437.4674.086.276,-,21.437.4674.086.276,4019625161721.0,146736863701209.0,214374674086276.0,,214374674086276.0
2.967.502(1.129.461),2.967.502(1.129.461),2.967.502(1.129.461),4.181.346(983.324),18.374.895(10.342.199),25.523.743(12.454.984),-,25.523.743(12.454.984),,,,,
1.838.041-,1.838.041-,1.838.041-,3.198.022-,8.032.696(3.785.444),13.068.759(3.785.444),-,13.068.759(3.785.444),,,,,
1.838.041,1.838.041- > 1.838.041,1.838.041,3.198.022,4.247.252,9.283.315,-,9.283.315,3198022.0,4247252.0,9283315.0,,9283315.0
1.018.445222.08513.96668.153.032-2.529.750,1.838.041- > 1.018.445222.08513.96668.153.032-2.529.750,1.018.445222.08513.96668.153.032-2.529.750,1.009.752491.43376983.011.254-1.369.875,5.227.98710.698.36553.764.168314.087.38177.900.78149.993.368,7.256.18411.411.88353.778.903465.251.66777.900.78153.892.993,-,7.256.18411.411.88353.778.903465.251.66777.900.78153.330.244,,5.227987106983655e+47,7.256184114118835e+47,,7.256184114118835e+47
71.937.278,1.838.041- > 71.937.278,71.937.278,85.883.083,511.672.050,669.492.411,(562.749),668.929.662,85883083.0,511672050.0,669492411.0,-562749.0,668929662.0
-,1.838.041- > -,-,-,19.328,19.328,-,19.328,,19328.0,19328.0,,19328.0
68.302,1.838.041- > 68.302,68.302,5.474,38.852.412,38.926.188,-,38.926.188,5474.0,38852412.0,38926188.0,,38926188.0
92.165.623,1.838.041- > 92.165.623,92.165.623,64.408.975,349.861.005,506.435.603,-,506.435.603,64408975.0,349861005.0,506435603.0,,506435603.0
4.818.466,1.838.041- > 4.818.466,4.818.466,2.388.059,21.785.966,28.992.491,-,28.992.491,2388059.0,21785966.0,28992491.0,,28992491.0
2.822.944,1.838.041- > 2.822.944,2.822.944,1.727.531,45.611.344,50.161.819,(562.749),49.599.070,1727531.0,45611344.0,50161819.0,-562749.0,49599070.0
99.875.335,1.838.041- > 99.875.335,99.875.335,68.530.039,456.130.055,624.535.429,(562.749),623.972.680,68530039.0,456130055.0,624535429.0,-562749.0,623972680.0
