row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023Đồng,Ngày 31 tháng 12năm 2022Đồng,numeric__Ngày 31 tháng 12năm 2023Đồng,numeric__Ngày 31 tháng 12năm 2022Đồng
Vàng SJC,Vàng SJC,Vàng SJC,7.320.000,6.580.000,7320000.0,6580000.0
Vàng SBJ,Vàng SBJ,Vàng SBJ,5.900.000,5.100.000,5900000.0,5100000.0
USD,USD,USD,24.190,23.620,24190.0,23620.0
EUR,EUR,EUR,26.911,25.222,26911.0,25222.0
GBP,GBP,GBP,30.894,28.440,30894.0,28440.0
CHF,CHF,CHF,28.600,25.601,28600.0,25601.0
JPY,JPY,JPY,"171,84","179,34",171.84,179.34
SGD,SGD,SGD,18.400,17.627,18400.0,17627.0
CAD,CAD,CAD,18.321,17.468,18321.0,17468.0
AUD,AUD,AUD,16.513,16.063,16513.0,16063.0
LAK,LAK,LAK,"1,18","1,37",1.18,1.37
THB,THB,THB,706,690,706.0,690.0
NZD,NZD,NZD,15.318,14.826,15318.0,14826.0
